,Mano,Grande,Stddev_grande,Chica,Stddev_chica,Pares_1,Stddev_pares_1,Pares_2,Stddev_pares_2,Juego_1,Stddev_juego_1,Juego_2,Stddev_juego_2,Punto,Stddev_punto,Grande_value,Chica_value,Pares_value,Juego_value,Pares_repr,Juego_repr,SampleAppearances,Muestras_total,Muestras_pares_1,Muestras_pares_2,Muestras_juego_1,Muestras_juego_2,Muestras_punto,Samples,Sample_size
81,7 7 4 4 (3),0.00931017,0.0628176,2.36906,0.990437,89.4659,2.0022,88.8003,2.12123,0.0,0.0,0.0,0.0,2.90838,2.02135,5522.2,2254.8,5522.2,22.2, 7 7 4 4 (3), 22 (3),600000,141819557,141819557,133391708,99728973,29312801,42090584,600000,600000
82,S A A A (1),0.0241379,0.0405768,99.1595,0.238678,79.5073,1.05323,77.4586,1.14379,0.0,0.0,0.0,0.0,2.4235e-06,0.000767625,6111.4,1115.6,111.4,13.4, A A A X (1), 13 (1),600000,882346683,882346683,802153846,637075685,198257449,245270998,600000,600000
83,R 4 4 4 (3),4.59753,1.44707,2.42885,1.06704,80.1424,2.76462,78.7458,2.93348,0.0,0.0,0.0,0.0,2.37485,1.90453,8222.2,2227.8,222.2,22.2, 4 4 4 X (3), 22 (3),600000,126060650,126060650,117776903,87087033,24713690,38973617,600000,600000
84,S 7 7 5 (2),0.175302,0.16683,0.0809385,0.11312,28.694,1.79974,23.9583,1.7555,0.0,0.0,0.0,0.0,81.4587,2.52996,6553.3,3555.7,55.3,29.3, 7 7 X X (2), 29 (2),600000,378182914,378182914,354630957,235544320,54635139,142638594,600000,600000
85,R R A A (1),66.9272,0.655472,66.9271,0.656541,97.188,0.230374,96.8507,0.25756,0.0,0.0,0.0,0.0,4.1989,0.468224,8811.4,1187.6,8811.4,22.4, R R A A (1), 22 (1),600000,3088261191,3088261191,2757460183,1989335001,493434231,1098926190,600000,600000
86,R R 7 4 (1),79.8961,0.739067,0.618166,0.144506,76.8817,0.778332,74.7565,0.838279,100.0,0.0,100.0,0.0,0.0,0.0,8852.4,2587.6,88.4,3100.4, R R X X (1), 31 (1),600000,1764797987,1764797987,1616225111,1764797987,1049620094,0,600000,600000
87,C 7 6 5 (1),1.16667,0.261558,0.159406,0.0972798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.6201,1.71405,7543.4,3456.6,0.4,28.4, X X X X (1), 28 (1),600000,1008408510,942642025,639875653,640673882,154398084,367734628,600000,600000
88,C C A A (3),2.31777,0.452856,68.8898,1.39415,93.006,0.768595,92.3929,0.833193,0.0,0.0,0.0,0.0,2.05385,0.717968,7711.2,1176.8,7711.2,22.2, C C A A (3), 22 (3),600000,661778656,661778656,608445772,426291637,105732406,235487019,600000,600000
89,6 6 A A (2),0.000129884,0.00343772,81.7902,1.161,90.1908,0.896826,89.3307,0.97108,0.0,0.0,0.0,0.0,0.000218721,0.00873912,4411.3,1143.7,4411.3,14.3, 6 6 A A (2), 14 (2),600000,661751322,661751322,608405003,489230837,159857193,172520485,600000,600000
90,C C 7 4 (3),2.38553,0.609512,0.666698,0.324266,37.528,1.92947,33.3807,1.94145,83.0152,1.49477,71.4402,2.33522,0.0,0.0,7752.2,2576.8,77.2,3100.2, C C X X (3), 31 (3),600000,378174229,378174229,354631957,378174229,224906007,0,600000,600000
91,S 6 6 5 (3),0.0811713,0.113601,0.174831,0.166662,23.3216,1.68723,18.2297,1.58998,0.0,0.0,0.0,0.0,42.7309,3.33249,6443.2,3445.8,44.2,27.2, 6 6 X X (3), 27 (3),600000,378163125,378163125,354614540,245223985,61462841,132939140,600000,600000
92,6 5 5 4 (1),8.59525e-05,0.00369461,2.10099,0.572064,19.4472,1.58009,14.1006,1.43182,0.0,0.0,0.0,0.0,0.967803,0.734819,4332.4,2333.6,33.4,20.4, 5 5 X X (1), 20 (1),600000,378156005,378156005,354618281,270981185,82865982,107174820,600000,600000
93,C S S S (1),2.1001,1.40541,0.0,0.0,79.2932,3.96999,78.0495,4.1761,74.6815,4.26612,47.1675,7.10953,0.0,0.0,7666.4,6666.6,666.4,40.4, S S S X (1), 40 (1),600000,63038308,63038308,59466089,63038308,30207965,0,600000,600000
94,R C 6 4 (2),40.6609,0.845703,0.92412,0.165033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.9221,0.542654,8742.3,2477.7,0.3,30.3, X X X X (2), 30 (2),600000,2016910768,1864988765,1228402478,1218828053,268302803,798082715,600000,600000
95,C 6 5 5 (2),0.746189,0.343044,0.213858,0.184266,21.2464,1.63035,16.0162,1.50889,0.0,0.0,0.0,0.0,31.9682,3.16698,7433.3,3346.7,33.3,26.3, 5 5 X X (2), 26 (2),600000,378142189,378142189,354592916,247421124,63105587,130721065,600000,600000
96,C S 6 4 (4),1.73151,0.3186,1.01454,0.244525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.1559,1.25428,7642.1,2466.9,0.1,30.1, X X X X (4), 30 (4),600000,1008415076,942652930,639904705,609421326,134146697,398993750,600000,600000
97,7 7 5 A (2),0.00955504,0.0275502,22.5874,1.17688,27.1014,1.25095,21.4423,1.19994,0.0,0.0,0.0,0.0,0.660376,0.414709,5531.3,1354.7,55.3,20.3, 7 7 X X (2), 20 (2),600000,756287198,756287198,701806308,527279529,152202709,229007669,600000,600000
98,R R S 7 (2),88.1876,0.595288,2.26614e-05,0.000877523,68.7783,0.854598,65.9081,0.913199,68.1166,0.858886,38.9405,1.24334,0.0,0.0,8865.3,5687.7,88.3,37.3, R R X X (2), 37 (2),600000,1764748100,1764748100,1616174706,1764748100,921498490,0,600000,600000
99,R C A A (4),32.3016,0.609261,67.3282,0.611291,9.64479,0.385019,0.0,0.0,0.0,0.0,0.0,0.0,1.42396,0.259039,8711.1,1177.9,11.1,22.1, A A X X (4), 22 (4),600000,3529530726,3529530726,3189114811,2273651544,563958709,1255879182,600000,600000
100,S 5 5 5 (4),0.0434756,0.204498,0.216453,0.455477,77.6825,4.08646,76.3412,4.29622,0.0,0.0,0.0,0.0,13.4257,5.76878,6333.1,3335.9,333.1,25.1, 5 5 5 X (4), 25 (4),600000,63029392,63029392,59456344,41420540,10654017,21608852,600000,600000
101,S 7 4 A (1),0.114694,0.0583918,41.6445,0.850447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.38015,0.680998,6521.4,1255.6,0.4,22.4, X X X X (1), 22 (1),600000,2016789951,1864884487,1228363619,1357340777,366007698,659449174,600000,600000
102,6 6 5 A (4),0.000131806,0.00323504,26.0204,1.23708,21.6275,1.16023,15.5439,1.06027,0.0,0.0,0.0,0.0,0.06726,0.138855,4431.1,1343.9,44.1,18.1, 6 6 X X (4), 18 (4),600000,756287180,756287180,701809837,546318266,169889679,209968914,600000,600000
103,R S 5 4 (3),19.6772,0.684402,1.54575,0.212671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0564,1.08462,8632.2,2367.8,0.2,29.2, X X X X (3), 29 (3),600000,2016835495,1864924717,1228380244,1235318719,278729339,781516776,600000,600000
104,R C 7 4 (4),44.6825,0.857004,0.628354,0.136377,0.0,0.0,0.0,0.0,75.4917,0.742448,58.7919,1.10127,0.0,0.0,8752.1,2577.9,0.1,3100.1, X X X X (4), 31 (4),600000,2016881366,1864972346,1228437883,2016881366,1199527142,0,600000,600000
105,C C S 7 (4),2.42455,0.613729,6.6114e-05,0.0032472,37.1309,1.92596,32.957,1.93613,65.688,1.89564,34.2908,2.62197,0.0,0.0,7765.1,5676.9,77.1,37.1, C C X X (4), 37 (4),600000,378151888,378151888,354609364,378151888,197463593,0,600000,600000
106,7 6 4 A (3),0.0039408,0.0108433,46.5523,0.859462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0898063,0.0972439,5421.2,1244.8,0.2,18.2, X X X X (3), 18 (3),600000,2016872260,1864950517,1228401741,1448719981,445216620,568152279,600000,600000
107,R C 7 7 (3),47.1337,1.40559,0.000126778,0.0031698,34.4653,1.33902,29.3761,1.33205,47.9783,1.4068,7.58218,0.992684,0.0,0.0,8755.2,5577.8,55.2,34.2, 7 7 X X (3), 34 (3),600000,756343339,756343339,701840988,756343339,425744377,0,600000,600000
108,R R C 7 (4),95.0523,0.400401,2.94216e-06,0.000316066,53.9917,0.918852,49.7636,0.9631,65.6846,0.875896,34.2836,1.21263,0.0,0.0,8875.1,5787.9,88.1,37.1, R R X X (4), 37 (4),600000,1764744112,1764744112,1616216039,1764744112,921502894,0,600000,600000
109,S 6 A A (2),0.0528333,0.0423976,80.5346,0.730255,12.4914,0.609477,4.44791,0.396936,0.0,0.0,0.0,0.0,0.0659417,0.0855652,6411.3,1145.7,11.3,18.3, A A X X (2), 18 (2),600000,1764810650,1764810650,1616249680,1223713652,350284905,541096998,600000,600000
110,S S 6 6 (1),0.211297,0.299457,0.00968371,0.0640852,90.6935,1.89491,90.1053,2.00834,75.6952,2.80072,58.6436,4.20105,0.0,0.0,6644.4,4465.6,6644.4,320.4, S S 6 6 (1), 32 (1),600000,141809952,141809952,133379709,141809952,83339988,0,600000,600000
111,C C S A (2),2.40988,0.432666,5.56065,0.646073,39.3508,1.37732,34.6437,1.39305,92.2751,0.751723,86.2605,1.29346,0.0,0.0,7761.3,1676.7,77.3,3100.3, C C X X (2), 31 (2),600000,756320353,756320353,701848237,756320353,425236021,0,600000,600000
112,7 7 6 6 (3),0.0101372,0.0656466,0.0100521,0.0654159,89.5249,1.99879,88.8631,2.11812,0.0,0.0,0.0,0.0,29.9797,5.16389,5544.2,4454.8,5544.2,26.2, 7 7 6 6 (3), 26 (3),600000,141809446,141809446,133383569,93970584,24448562,47838862,600000,600000
113,7 5 A A (4),0.00107838,0.00605624,86.8721,0.623789,8.41864,0.511412,0.0,0.0,0.0,0.0,0.0,0.0,6.64492e-05,0.00292453,5311.1,1134.9,11.1,14.1, A A X X (4), 14 (4),600000,1764701032,1764701032,1616137383,1297723934,419301068,466977098,600000,600000
114,R C 7 A (1),44.4757,0.605531,7.06117,0.312539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.1221,0.868879,8751.4,1577.6,0.4,28.4, X X X X (1), 28 (1),600000,4033555382,3684253357,2352231729,2432451597,533327159,1601103785,600000,600000
115,S S S A (4),0.216658,0.322363,5.74845,1.60869,79.7723,2.77255,78.3497,2.94237,78.3484,2.84969,61.4888,4.49642,0.0,0.0,6661.1,1665.9,666.1,3100.1, S S S X (4), 31 (4),600000,126020300,126020300,117739930,126020300,70850066,0,600000,600000
116,C 6 6 4 (1),0.768334,0.34838,1.20798,0.435729,23.8731,1.70145,18.8183,1.6096,0.0,0.0,0.0,0.0,39.0181,3.31943,7442.4,2446.6,44.4,26.4, 6 6 X X (1), 26 (1),600000,378149733,378149733,354603652,247422757,63115661,130726976,600000,600000
117,C S 7 A (3),1.87335,0.233815,7.89716,0.464898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0588,1.34488,7651.2,1566.8,0.2,28.2, X X X X (3), 28 (3),600000,2016894899,1864981581,1228486049,1216357870,266668194,800537029,600000,600000
118,R R 5 5 (1),72.0482,1.35003,0.203008,0.135577,98.0969,0.41183,97.9301,0.447573,0.0,0.0,0.0,0.0,100.0,0.0,8833.4,3387.6,8833.4,30.4, R R 5 5 (1), 30 (1),600000,661791058,661791058,608447619,398130297,86896868,263660761,600000,600000
119,R R C 6 (1),94.8252,0.408339,0.000800144,0.00521398,76.8821,0.775817,74.7569,0.835423,64.0293,0.885675,32.6435,1.18419,0.0,0.0,8874.4,4787.6,88.4,36.4, R R X X (1), 36 (1),600000,1764674105,1764674105,1616109396,1764674105,942397827,0,600000,600000
120,R S 6 A (2),21.1757,0.498277,11.2638,0.384997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0568,0.979594,8641.3,1467.7,0.3,27.3, X X X X (2), 27 (2),600000,4033650973,3684341997,2352297668,2481621074,564521740,1552029899,600000,600000
121,C 5 5 4 (2),0.553462,0.295618,2.088,0.570593,19.2079,1.56789,13.8447,1.41935,0.0,0.0,0.0,0.0,11.9105,2.24616,7332.3,2336.7,33.3,24.3, 5 5 X X (2), 24 (2),600000,378147771,378147771,354608138,252831374,67285959,125316397,600000,600000
122,C C 5 5 (3),2.34781,0.988445,0.205052,0.294839,92.0033,1.76737,91.4978,1.87433,0.0,0.0,0.0,0.0,90.7323,3.00209,7733.2,3376.8,7733.2,30.2, C C 5 5 (3), 30 (3),600000,141809825,141809825,133378513,85316758,18618557,56493067,600000,600000
123,6 6 5 5 (2),0.000161271,0.00827103,0.21584,0.302792,88.5132,2.07869,87.788,2.20075,0.0,0.0,0.0,0.0,4.63257,2.53541,4433.3,3343.7,4433.3,22.3, 6 6 5 5 (2), 22 (2),600000,141826696,141826696,133402944,99967784,29521526,41858912,600000,600000
124,C C C 6 (3),2.42828,1.50764,0.000920051,0.0297058,79.4231,3.96117,78.1889,4.16589,61.6777,4.76713,28.2353,6.06647,0.0,0.0,7774.2,4776.8,777.2,36.2, C C C X (3), 36 (3),600000,63022395,63022395,59455255,63022395,33654200,0,600000,600000
125,R 5 4 4 (1),5.56578,0.6461,2.41327,0.43218,19.5883,1.11962,13.347,0.994119,0.0,0.0,0.0,0.0,9.41574,1.45543,8322.4,2237.6,22.4,23.4, 4 4 X X (1), 23 (1),600000,756316139,756316139,701841117,514163200,141391845,242152939,600000,600000
126,C 7 6 A (4),1.06965,0.17797,12.9589,0.578134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.71611,0.825886,7541.1,1456.9,0.1,24.1, X X X X (4), 24 (4),600000,2016831600,1864926862,1228417871,1317130432,334741417,699701168,600000,600000
127,R C S 6 (2),52.7279,0.859643,0.00176151,0.00723778,0.0,0.0,0.0,0.0,62.8516,0.833032,30.4354,1.08726,0.0,0.0,8764.3,4677.7,0.3,36.3, X X X X (2), 36 (2),600000,2016827266,1864929440,1228416546,2016827266,1077011730,0,600000,600000
128,R 7 5 A (3),11.0744,0.382206,20.8874,0.495138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43126,0.514941,8531.2,1357.8,0.2,23.2, X X X X (3), 23 (3),600000,4033707145,3684413518,2352282238,2669092460,695979357,1364614685,600000,600000
129,R S 7 A (4),23.3793,0.516092,7.32701,0.317902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.2602,0.965813,8651.1,1567.9,0.1,28.1, X X X X (4), 28 (4),600000,4033773533,3684489519,2352396563,2432587440,533349847,1601186093,600000,600000
130,7 A A A (1),0.000540711,0.00607366,99.3638,0.207329,79.5087,1.05264,77.4606,1.14319,0.0,0.0,0.0,0.0,0.0,0.0,5111.4,1114.6,111.4,10.4, A A A X (1), 10 (1),600000,882361775,882361775,802183989,665610847,227446096,216750928,600000,600000
131,C 4 4 4 (3),0.455417,0.659759,2.42938,1.51068,77.1527,4.11291,75.7813,4.32193,0.0,0.0,0.0,0.0,2.377,2.71597,7222.2,2226.8,222.2,22.2, 4 4 4 X (3), 22 (3),600000,63033412,63033412,59463897,43541603,12365265,19491809,600000,600000
132,C S S 6 (4),2.09461,0.571119,0.00221238,0.0187647,33.8127,1.88467,29.4192,1.87474,60.5194,1.95122,26.0697,2.39839,0.0,0.0,7664.1,4666.9,66.1,36.1, S S X X (4), 36 (4),600000,378159865,378159865,354620473,378159865,201946439,0,600000,600000
133,7 7 7 5 (2),0.00983919,0.0971321,0.0816387,0.280191,78.3434,4.03907,77.0428,4.24765,0.0,0.0,0.0,0.0,33.1522,7.98749,5553.3,3554.7,555.3,26.3, 7 7 7 X (2), 26 (2),600000,63022889,63022889,59452951,41563245,10711258,21459644,600000,600000
134,R R R C (2),99.9236,0.072098,0.0,0.0,89.365,0.804342,88.3022,0.879556,73.9314,1.14564,45.5946,1.88032,0.0,0.0,8887.3,7887.7,888.3,40.3, R R R X (2), 40 (2),600000,882353943,882353943,802187892,882353943,422784487,0,600000,600000
135,R C 5 5 (4),37.7667,1.36755,0.203239,0.126892,23.2072,1.18756,17.2473,1.10292,0.0,0.0,0.0,0.0,86.3387,1.53345,8733.1,3377.9,33.1,30.1, 5 5 X X (4), 30 (4),600000,756324025,756324025,701853307,454973951,99300714,301350074,600000,600000
136,S 7 6 5 (1),0.16537,0.099118,0.165208,0.0989749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.6223,1.71012,6543.4,3455.6,0.4,28.4, X X X X (1), 28 (1),600000,1008443374,942671004,639894880,640678563,154409621,367764811,600000,600000
137,R S 7 6 (3),25.6573,0.753386,0.00532943,0.0125715,0.0,0.0,0.0,0.0,43.4005,0.853028,1.55594,0.282234,0.0,0.0,8654.2,4567.8,0.2,33.2, X X X X (3), 33 (3),600000,2016788618,1864903720,1228381292,2016788618,1159534756,0,600000,600000
138,R C C 6 (4),55.8019,1.39984,0.000843036,0.00817924,44.5763,1.40302,40.2741,1.43711,60.5157,1.37646,26.0657,1.6909,0.0,0.0,8774.1,4777.9,77.1,36.1, C C X X (4), 36 (4),600000,756306611,756306611,701827145,756306611,403901882,0,600000,600000
139,7 6 6 5 (3),0.00734508,0.0342011,0.175929,0.166881,23.3216,1.6874,18.2275,1.58951,0.0,0.0,0.0,0.0,10.9195,2.22052,5443.2,3444.8,44.2,24.2, 6 6 X X (3), 24 (3),600000,378123662,378123662,354567730,259125782,72189810,118997880,600000,600000
140,5 5 5 4 (1),0.0,0.0,2.09867,1.40535,77.2856,4.10888,75.923,4.31698,0.0,0.0,0.0,0.0,0.634593,1.48711,3332.4,2332.6,333.4,19.4, 5 5 5 X (1), 19 (1),600000,63024464,63024464,59457159,45343465,13981997,17680999,600000,600000
141,R C C C (3),56.0844,3.43121,0.0,0.0,82.9086,2.60093,81.7072,2.76422,73.1858,3.06744,44.0324,4.97559,0.0,0.0,8777.2,7777.8,777.2,40.2, C C C X (3), 40 (3),600000,126058753,126058753,117779707,126058753,60394837,0,600000,600000
142,C C 6 4 (2),2.36088,0.604973,0.944405,0.385408,37.9335,1.93481,33.8121,1.94758,0.0,0.0,0.0,0.0,95.9229,1.25492,7742.3,2476.7,77.3,30.3, C C X X (2), 30 (2),600000,378143742,378143742,354597665,228526569,50300236,149617173,600000,600000
143,S 6 5 5 (2),0.0765012,0.110212,0.21511,0.184733,21.2462,1.63144,16.016,1.51071,0.0,0.0,0.0,0.0,31.9664,3.16848,6433.3,3345.7,33.3,26.3, 5 5 X X (2), 26 (2),600000,378172437,378172437,354621187,247444889,63134390,130727548,600000,600000
144,R 4 4 4 (4),4.59486,1.44586,2.42866,1.06437,80.1378,2.76099,78.7399,2.9312,0.0,0.0,0.0,0.0,1.518,1.52894,8222.1,2227.9,222.1,22.1, 4 4 4 X (4), 22 (4),600000,126034527,126034527,117747919,87059225,24714419,38975302,600000,600000
145,S S S S (1),0.216777,2.02031,0.0,0.0,90.0674,12.9097,89.5599,13.5942,74.7356,18.7649,47.245,32.2061,0.0,0.0,6666.4,6665.6,6666.4,40.4, S S S S (1), 40 (1),599243,3936117,3936117,3743814,3936117,1885795,0,600000,600000
146,R C 5 4 (1),37.6427,0.835471,1.49334,0.209386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.4878,0.916372,8732.4,2377.6,0.4,29.4, X X X X (1), 29 (1),600000,2016806870,1864890989,1228401331,1235330421,278744613,781476449,600000,600000
147,S S 6 4 (4),0.209726,0.182498,1.0378,0.403802,30.9394,1.84109,26.353,1.81259,0.0,0.0,0.0,0.0,88.1568,2.0506,6642.1,2465.9,66.1,30.1, S S X X (4), 30 (4),600000,378186040,378186040,354634704,228532776,50303167,149653264,600000,600000
148,R C C 5 (1),55.7772,1.40078,0.0288176,0.0478268,45.954,1.40426,41.7594,1.44221,59.6755,1.3811,25.5805,1.66759,0.0,0.0,8773.4,3777.6,77.4,35.4, C C X X (1), 35 (1),600000,756339108,756339108,701866878,756339108,409825187,0,600000,600000
149,5 4 4 4 (2),0.0,0.0,2.43433,1.51313,77.1443,4.11735,75.7743,4.32662,0.0,0.0,0.0,0.0,0.0331648,0.357174,3222.3,2222.7,222.3,17.3, 4 4 4 X (2), 17 (2),600000,63020014,63020014,59456413,46771612,15403802,16248402,600000,600000
150,7 5 5 5 (4),0.00218158,0.0458093,0.215657,0.454941,77.6798,4.08414,76.3403,4.2934,0.0,0.0,0.0,0.0,1.97426,2.49716,5333.1,3334.9,333.1,22.1, 5 5 5 X (4), 22 (4),600000,63049466,63049466,59480285,43791765,12543015,19257701,600000,600000
151,C S 5 4 (3),1.59977,0.306139,1.60067,0.305847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0544,1.5373,7632.2,2366.8,0.2,29.2, X X X X (3), 29 (3),600000,1008357049,942587657,639854713,617630042,139370854,390727007,600000,600000
152,7 7 4 A (1),0.00934925,0.0272462,41.8415,1.39023,27.4143,1.25667,21.7804,1.20789,0.0,0.0,0.0,0.0,0.368987,0.316959,5521.4,1254.6,55.4,19.4, 7 7 X X (1), 19 (1),600000,756350617,756350617,701873294,536383606,160434476,219967011,600000,600000
153,6 5 5 4 (2),8.46741e-05,0.00366827,2.09918,0.572061,19.208,1.57176,13.8453,1.42265,0.0,0.0,0.0,0.0,0.857212,0.691017,4332.3,2333.7,33.3,20.3, 5 5 X X (2), 20 (2),600000,378131776,378131776,354595002,270971767,82858519,107160009,600000,600000
154,R R 7 7 (1),81.8103,1.16128,0.000125491,0.0033751,99.0074,0.298836,98.9204,0.324887,51.7228,1.50736,14.2398,1.40438,0.0,0.0,8855.4,5587.6,8855.4,34.4, R R 7 7 (1), 34 (1),600000,661776040,661776040,608443000,661776040,372536370,0,600000,600000
155,R S 4 4 (2),18.2202,1.08787,2.33928,0.425568,19.3488,1.11435,13.0876,0.987566,0.0,0.0,0.0,0.0,69.4605,2.1152,8622.3,2267.7,22.3,28.3, 4 4 X X (2), 28 (2),600000,756310216,756310216,701825742,471383115,109859581,284927101,600000,600000
156,6 6 4 A (3),0.000130139,0.00321696,47.1382,1.40808,21.8961,1.16478,15.8335,1.06844,0.0,0.0,0.0,0.0,0.0240951,0.0839075,4421.2,1243.8,44.2,17.2, 6 6 X X (3), 17 (3),600000,756293992,756293992,701817538,550651280,174146464,205642712,600000,600000
157,R 4 4 A (1),4.59556,0.417554,55.5762,0.990479,18.2697,0.770393,10.8788,0.648177,0.0,0.0,0.0,0.0,0.378551,0.224296,8221.4,1227.6,22.4,19.4, 4 4 X X (1), 19 (1),600000,1512682780,1512682780,1387233529,1061017555,310858434,451665225,600000,600000
158,R S S 5 (2),26.9585,1.25107,0.043169,0.0585897,38.2453,1.36954,33.4518,1.38058,58.5258,1.38719,23.4519,1.62298,0.0,0.0,8663.3,3667.7,66.3,35.3, S S X X (2), 35 (2),600000,756306403,756306403,701829280,756306403,409771938,0,600000,600000
159,C C 7 7 (3),2.39779,0.996999,0.00012676,0.00731506,92.0637,1.76108,91.5627,1.86733,47.972,3.25261,7.57466,2.30092,0.0,0.0,7755.2,5576.8,7755.2,34.2, C C 7 7 (3), 34 (3),600000,141792066,141792066,133372190,141792066,79816997,0,600000,600000
160,C 7 4 4 (4),0.942888,0.385842,2.36064,0.604883,16.7738,1.48899,11.2482,1.29978,0.0,0.0,0.0,0.0,14.0466,2.39289,7522.1,2256.9,22.1,25.1, 4 4 X X (4), 25 (4),600000,378147709,378147709,354604316,251299084,66075951,126848625,600000,600000
161,7 6 A A (2),0.0032893,0.0105572,81.386,0.718263,12.4924,0.60978,4.44839,0.397426,0.0,0.0,0.0,0.0,0.00086705,0.0103898,5411.3,1144.7,11.3,15.3, A A X X (2), 15 (2),600000,1764724432,1764724432,1616161863,1282875771,404363925,481848661,600000,600000
162,4 A A A (1),0.0,0.0,99.9745,0.0416059,79.5077,1.05214,77.4598,1.14234,0.0,0.0,0.0,0.0,0.0,0.0,2111.4,1111.6,111.4,7.4, A A A X (1), 7 (1),600000,882376560,882376560,802209727,691257071,257393870,191119489,600000,600000
163,R A A A (2),4.18149,0.36965,98.6331,0.214044,81.8661,0.711597,79.7643,0.783896,0.0,0.0,0.0,0.0,7.9595e-07,0.00030839,8111.3,1117.7,111.3,13.3, A A A X (2), 13 (2),600000,1764712384,1764712384,1581418998,1274196950,396522630,490515434,600000,600000
164,R S 5 4 (4),19.5571,0.68538,1.52702,0.211263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.98,1.14859,8632.1,2367.9,0.1,29.1, X X X X (4), 29 (4),600000,2016794392,1864880643,1228354455,1235298068,278726907,781496324,600000,600000
165,C C 7 A (1),2.38366,0.430204,7.12188,0.72549,39.7706,1.37919,35.0949,1.39846,0.0,0.0,0.0,0.0,72.123,2.00543,7751.4,1576.6,77.4,28.4, C C X X (1), 28 (1),600000,756339330,756339330,701853578,456107063,100000565,300232267,600000,600000
166,R 7 7 5 (3),14.1579,0.982532,0.0799209,0.0795859,31.5291,1.30883,26.2145,1.28688,0.0,0.0,0.0,0.0,78.1332,1.89695,8553.2,3557.8,55.2,29.2, 7 7 X X (3), 29 (3),600000,756338072,756338072,701860434,471048389,109251065,285289683,600000,600000
167,6 5 A A (4),1.50753e-05,0.000715942,87.7474,0.604504,8.41964,0.511979,0.0,0.0,0.0,0.0,0.0,0.0,4.46331e-06,0.000773291,4311.1,1133.9,11.1,13.1, A A X X (4), 13 (4),600000,1764724059,1764724059,1616140508,1319004885,441545926,445719174,600000,600000
168,S 6 6 4 (1),0.0808445,0.113345,1.21176,0.436616,23.8776,1.70183,18.824,1.61165,0.0,0.0,0.0,0.0,39.0303,3.31172,6442.4,2445.6,44.4,26.4, 6 6 X X (1), 26 (1),600000,378118415,378118415,354579163,247381627,63104955,130736788,600000,600000
169,S S 7 A (3),0.213222,0.129902,8.07711,0.76839,32.446,1.31805,27.2033,1.30167,0.0,0.0,0.0,0.0,59.056,2.20358,6651.2,1565.8,66.2,28.2, S S X X (3), 28 (3),600000,756358056,756358056,701887051,456126162,100003628,300231894,600000,600000
170,R C 7 7 (4),47.1109,1.40542,0.000130206,0.00321221,34.0889,1.33475,28.9724,1.32609,46.1565,1.40464,4.35031,0.7675,0.0,0.0,8755.1,5577.9,55.1,34.1, 7 7 X X (4), 34 (4),600000,756331130,756331130,701848322,756331130,425756363,0,600000,600000
171,C S 6 A (2),1.70339,0.223226,11.7045,0.554175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0551,1.38335,7641.3,1466.7,0.3,27.3, X X X X (2), 27 (2),600000,2016810687,1864904069,1228380651,1240771987,282263150,776038700,600000,600000
172,S 5 5 4 (2),0.0435271,0.0831391,2.09147,0.570517,19.2122,1.57171,13.8485,1.42315,0.0,0.0,0.0,0.0,11.9092,2.24889,6332.3,2335.7,33.3,24.3, 5 5 X X (2), 24 (2),600000,378188381,378188381,354642921,252859892,67294717,125328489,600000,600000
173,R S 5 A (1),19.4383,0.481678,19.4402,0.482248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.1998,0.936144,8631.4,1367.6,0.4,26.4, X X X X (1), 26 (1),600000,4033767445,3684445264,2352317334,2514096138,585955871,1519671307,600000,600000
174,S 7 6 A (4),0.143182,0.0651965,13.3108,0.585637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.71685,0.82632,6541.1,1455.9,0.1,24.1, X X X X (4), 24 (4),600000,2016950343,1865034934,1228448952,1317154647,334721741,699795696,600000,600000
175,C 5 4 4 (1),0.538135,0.291593,2.417,0.612384,17.4303,1.5125,11.9453,1.3365,0.0,0.0,0.0,0.0,9.41104,2.06071,7322.4,2236.6,22.4,23.4, 4 4 X X (1), 23 (1),600000,378161112,378161112,354605555,257072285,70687470,121088827,600000,600000
