,Mano,Grande,Stddev_grande,Chica,Stddev_chica,Pares_1,Stddev_pares_1,Pares_2,Stddev_pares_2,Juego_1,Stddev_juego_1,Juego_2,Stddev_juego_2,Punto,Stddev_punto,Grande_value,Chica_value,Pares_value,Juego_value,Pares_repr,Juego_repr,SampleAppearances,Muestras_total,Muestras_pares_1,Muestras_pares_2,Muestras_juego_1,Muestras_juego_2,Muestras_punto,Samples,Sample_size
1063,7 7 4 4 (1),0.00940627,0.0631707,2.36929,0.991804,89.4725,2.00268,88.8075,2.12157,0.0,0.0,0.0,0.0,7.13278,3.09486,5522.4,2254.6,5522.4,22.4, 7 7 4 4 (1), 22 (1),600000,141830664,141830664,133403447,99737447,29310191,42093217,600000,600000
1064,6 5 5 5 (2),7.6098e-05,0.00855039,0.216005,0.455787,77.6808,4.08121,76.3397,4.2904,0.0,0.0,0.0,0.0,1.46046,2.20414,4333.3,3333.7,333.3,21.3, 5 5 5 X (2), 21 (2),600000,63025186,63025186,59453007,44605792,13286427,18419394,600000,600000
1065,R 4 4 4 (1),4.59351,1.44614,2.43246,1.06528,80.1412,2.76069,78.7446,2.92884,0.0,0.0,0.0,0.0,5.60172,2.87944,8222.4,2227.6,222.4,22.4, 4 4 4 X (1), 22 (1),600000,126062103,126062103,117778791,87083541,24722987,38978562,600000,600000
1066,C 6 6 A (4),0.76309,0.244928,14.1103,0.980635,23.8747,1.20434,17.9659,1.12596,0.0,0.0,0.0,0.0,5.59056,1.12054,7441.1,1446.9,44.1,23.1, 6 6 X X (4), 23 (4),600000,756313543,756313543,701837237,503572885,132861843,252740658,600000,600000
1067,6 6 4 4 (3),0.000144649,0.00785759,2.3962,0.998056,88.4841,2.08003,87.7566,2.20298,0.0,0.0,0.0,0.0,0.706445,1.03033,4422.2,2243.8,4422.2,20.2, 6 6 4 4 (3), 20 (3),600000,141815504,141815504,133389465,101629663,31064182,40185841,600000,600000
1068,R S S 6 (2),27.0203,1.24988,0.00219435,0.0131878,38.2444,1.36964,33.4509,1.38049,62.8493,1.36429,30.4337,1.77612,0.0,0.0,8664.3,4667.7,66.3,36.3, S S X X (2), 36 (2),600000,756328639,756328639,701850683,756328639,403904053,0,600000,600000
1069,R 6 5 A (3),7.47338,0.320742,23.6863,0.518585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48413,0.332257,8431.2,1347.8,0.2,22.2, X X X X (3), 22 (3),600000,4033589864,3684312886,2352253463,2719459868,735915073,1314129996,600000,600000
1070,R 7 7 A (4),14.0307,0.69051,8.29396,0.549372,32.2874,0.93103,26.1639,0.913668,0.0,0.0,0.0,0.0,11.7347,1.06975,8551.1,1557.9,55.1,25.1, 7 7 X X (4), 25 (4),600000,1512649205,1512649205,1387198955,969418389,237538652,543230816,600000,600000
1071,C C A A (1),2.31908,0.453504,68.9316,1.39316,93.0543,0.766669,92.4454,0.831109,0.0,0.0,0.0,0.0,4.19656,1.01315,7711.4,1176.6,7711.4,22.4, C C A A (1), 22 (1),600000,661776520,661776520,608439757,426305733,105730884,235470787,600000,600000
1072,R S 5 5 (4),19.9964,1.12805,0.205466,0.12784,23.2062,1.18926,17.2461,1.10543,0.0,0.0,0.0,0.0,86.3422,1.53345,8633.1,3367.9,33.1,30.1, 5 5 X X (4), 30 (4),600000,756313878,756313878,701842639,454938954,99290209,301374924,600000,600000
1073,R 7 7 6 (3),14.1998,0.982768,0.00719222,0.0238832,31.5255,1.30922,26.2108,1.28522,0.0,0.0,0.0,0.0,90.3801,1.33745,8554.2,4557.8,55.2,30.2, 7 7 X X (3), 30 (3),600000,756325052,756325052,701850059,464048462,104633686,292276590,600000,600000
1074,S 6 6 5 (1),0.0812254,0.113559,0.175927,0.167137,23.8755,1.69929,18.8212,1.61001,0.0,0.0,0.0,0.0,50.4125,3.36519,6443.4,3445.6,44.4,27.4, 6 6 X X (1), 27 (1),600000,378180143,378180143,354633970,245233113,61483553,132947030,600000,600000
1075,C C 7 4 (1),2.38704,0.608893,0.667266,0.32442,38.3354,1.93659,34.2415,1.95149,100.0,0.0,100.0,0.0,0.0,0.0,7752.4,2576.6,77.4,3100.4, C C X X (1), 31 (1),600000,378153835,378153835,354611031,378153835,224899540,0,600000,600000
1076,S S A A (3),0.202269,0.135275,71.9999,1.35236,91.8806,0.823048,91.1688,0.891582,0.0,0.0,0.0,0.0,2.05343,0.715745,6611.2,1165.8,6611.2,22.2, S S A A (3), 22 (3),600000,661776637,661776637,608434961,426324161,105766280,235452476,600000,600000
1077,S S 7 4 (3),0.214063,0.184249,0.745689,0.342411,31.292,1.85036,26.7284,1.82374,83.0165,1.49857,71.4436,2.33877,0.0,0.0,6652.2,2565.8,66.2,3100.2, S S X X (3), 31 (3),600000,378170859,378170859,354616829,378170859,224911477,0,600000,600000
1078,C S 6 4 (2),1.74881,0.320214,1.02681,0.246058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.9212,0.767976,7642.3,2466.7,0.3,30.3, X X X X (2), 30 (2),600000,1008406290,942655934,639894880,609395784,134133929,399010506,600000,600000
1079,S 5 5 5 (2),0.0441556,0.206037,0.215069,0.45371,77.6744,4.0805,76.334,4.28893,0.0,0.0,0.0,0.0,20.9486,6.87708,6333.3,3335.7,333.3,25.3, 5 5 5 X (2), 25 (2),600000,63025647,63025647,59455723,41422780,10654357,21602867,600000,600000
1080,R S 5 4 (1),19.9142,0.688017,1.58401,0.215309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.487,0.917303,8632.4,2367.6,0.4,29.4, X X X X (1), 29 (1),600000,2016831421,1864908952,1228366374,1235352032,278751516,781479389,600000,600000
1081,S 7 6 4 (4),0.154946,0.0959697,1.14786,0.25958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.7038,1.98953,6542.1,2455.9,0.1,27.1, X X X X (4), 27 (4),600000,1008440803,942665625,639884409,649656361,160829318,358784442,600000,600000
1082,C C S 7 (2),2.42704,0.613268,7.22697e-05,0.00339061,37.9359,1.93338,33.8138,1.94757,68.1153,1.85843,38.9413,2.69072,0.0,0.0,7765.3,5676.7,77.3,37.3, C C X X (2), 37 (2),600000,378141186,378141186,354590108,378141186,197464055,0,600000,600000
1083,R R 6 A (3),73.4822,0.575463,9.58735,0.383979,63.331,0.6296,59.4173,0.674917,0.0,0.0,0.0,0.0,40.4882,1.03314,8841.2,1487.8,88.2,27.2, R R X X (3), 27 (3),600000,3529551202,3529551202,3189174054,2171462703,493987672,1358088499,600000,600000
1084,C 7 5 4 (3),1.02088,0.245384,1.74075,0.319232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7543,1.83312,7532.2,2356.8,0.2,26.2, X X X X (3), 26 (3),600000,1008446676,942684987,639915174,658560314,167378459,349886362,600000,600000
1085,7 6 4 A (1),0.00447805,0.0115383,46.9714,0.85975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.157363,0.129052,5421.4,1244.6,0.4,18.4, X X X X (1), 18 (1),600000,2016731468,1864821679,1228359145,1448614765,445166453,568116703,600000,600000
1086,R R R 4 (3),98.8546,0.277561,0.417292,0.168203,88.8775,0.819489,87.7657,0.895724,50.692,1.30372,10.6884,1.08572,0.0,0.0,8882.2,2887.8,888.2,34.2, R R R X (3), 34 (3),600000,882385908,882385908,802200418,882385908,487156084,0,600000,600000
1087,R C 7 7 (1),47.1815,1.40751,0.000126423,0.00316924,35.2163,1.34623,30.1881,1.34367,51.7238,1.40842,14.2405,1.31349,0.0,0.0,8755.4,5577.6,55.4,34.4, 7 7 X X (1), 34 (1),600000,756381699,756381699,701903055,756381699,425786156,0,600000,600000
1088,S S S 7 (4),0.215794,0.454981,8.56607e-05,0.00897639,78.8868,4.00375,77.619,4.21047,65.6774,4.64877,34.2772,6.46451,0.0,0.0,6665.1,5665.9,666.1,37.1, S S S X (4), 37 (4),600000,63036345,63036345,59465302,63036345,32920412,0,600000,600000
1089,R 7 4 4 (2),10.6111,0.868154,2.35675,0.428034,19.349,1.11177,13.0892,0.986512,0.0,0.0,0.0,0.0,18.2757,1.88539,8522.3,2257.7,22.3,25.3, 4 4 X X (2), 25 (2),600000,756322524,756322524,701847872,502622929,132155433,253699595,600000,600000
1090,6 5 4 A (3),4.59193e-05,0.00117067,53.4014,0.85931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00427093,0.0219691,4321.2,1233.8,0.2,16.2, X X X X (3), 16 (3),600000,2016943624,1865035208,1228465129,1485399175,481528358,531544449,600000,600000
1091,5 5 5 A (4),0.0,0.0,27.0972,3.07858,78.1654,2.85419,76.6295,3.02457,0.0,0.0,0.0,0.0,0.00251379,0.0673398,3331.1,1332.9,333.1,16.1, 5 5 5 X (4), 16 (4),600000,126058205,126058205,117773543,92138555,29381791,33919650,600000,600000
1092,C S 7 7 (3),2.03204,0.562831,0.000140254,0.00472544,31.0752,1.84532,26.4994,1.81731,47.9783,1.99352,7.58359,1.40681,0.0,0.0,7655.2,5566.8,55.2,34.2, 7 7 X X (3), 34 (3),600000,378148024,378148024,354605910,378148024,212860965,0,600000,600000
1093,7 7 6 6 (1),0.00989773,0.064925,0.010143,0.0655991,89.5284,1.99891,88.8671,2.11759,0.0,0.0,0.0,0.0,42.7095,5.57625,5544.4,4454.6,5544.4,26.4, 7 7 6 6 (1), 26 (1),600000,141816960,141816960,133393724,93979680,24461345,47837280,600000,600000
1094,7 5 A A (2),0.00124339,0.00649825,87.3082,0.613774,12.4911,0.610456,4.44735,0.397158,0.0,0.0,0.0,0.0,0.000173636,0.00472866,5311.3,1134.7,11.3,14.3, A A X X (2), 14 (2),600000,1764843868,1764843868,1616277557,1297817207,419325060,467026661,600000,600000
1095,C 6 4 4 (4),0.667364,0.324393,2.38313,0.607301,16.7753,1.49149,11.2494,1.30257,0.0,0.0,0.0,0.0,10.0772,2.09631,7422.1,2246.9,22.1,24.1, 4 4 X X (4), 24 (4),600000,378153811,378153811,354608725,253893269,68153530,124260542,600000,600000
1096,S S S A (2),0.216348,0.321376,5.74611,1.60981,79.7775,2.77681,78.3551,2.94613,92.2764,1.8455,86.2636,3.17868,0.0,0.0,6661.3,1665.7,666.3,3100.3, S S S X (2), 31 (2),600000,126043569,126043569,117760914,126043569,70870142,0,600000,600000
1097,6 6 6 6 (3),0.000101732,0.0404815,0.00937268,0.418637,87.6445,14.2286,87.0052,14.9981,0.0,0.0,0.0,0.0,11.5922,24.1873,4444.2,4443.8,4444.2,24.2, 6 6 6 6 (3), 24 (3),599148,3938061,3938061,3745297,2717660,766285,1220401,600000,600000
1098,R 7 5 4 (4),11.5373,0.549929,1.66438,0.220467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2103,1.23635,8532.1,2357.9,0.1,26.1, X X X X (4), 26 (4),600000,2016803260,1864896706,1228361497,1317115530,334745394,699687730,600000,600000
1099,C S 7 A (1),1.91526,0.236328,8.02768,0.468519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.125,1.22626,7651.4,1566.6,0.4,28.4, X X X X (1), 28 (1),600000,2016871309,1864939635,1228401537,1216308299,266662299,800563010,600000,600000
1100,6 4 A A (4),2.37426e-06,0.000283808,95.0518,0.399476,8.41783,0.512574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4211.1,1123.9,11.1,12.1, A A X X (4), 12 (4),600000,1764724747,1764724747,1616173211,1333127247,456970681,431597500,600000,600000
1101,S 7 7 A (3),0.173393,0.117309,8.38777,0.781676,29.4167,1.28314,23.9368,1.24668,0.0,0.0,0.0,0.0,14.4976,1.65685,6551.2,1555.8,55.2,25.2, 7 7 X X (3), 25 (3),600000,756334698,756334698,701845078,484707536,118758359,271627162,600000,600000
1102,C C 5 5 (1),2.34711,0.985077,0.204381,0.294427,92.0044,1.76557,91.4992,1.87229,0.0,0.0,0.0,0.0,100.0,0.0,7733.4,3376.6,7733.4,30.4, C C 5 5 (1), 30 (1),600000,141807224,141807224,133380345,85303271,18622420,56503953,600000,600000
1103,R S 7 7 (4),26.0219,1.23717,0.000131806,0.00324167,34.0886,1.33425,28.9722,1.32589,46.1594,1.40233,4.35254,0.765696,0.0,0.0,8655.1,5567.9,55.1,34.1, 7 7 X X (4), 34 (4),600000,756289200,756289200,701811224,756289200,425720334,0,600000,600000
1104,C C C 6 (1),2.42994,1.50942,0.000900535,0.0294551,79.4252,3.96533,78.1897,4.17171,64.0271,4.70554,32.6364,6.33037,0.0,0.0,7774.4,4776.6,777.4,36.4, C C C X (1), 36 (1),600000,63015725,63015725,59445765,63015725,33650859,0,600000,600000
1105,C 7 6 A (2),1.09944,0.179655,13.135,0.583432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5221,0.898928,7541.3,1456.7,0.3,24.3, X X X X (2), 24 (2),600000,2016866998,1864962279,1228443659,1317131958,334756166,699735040,600000,600000
1106,S S 5 5 (3),0.207205,0.296425,0.207989,0.296897,90.6596,1.89678,90.0695,2.01059,0.0,0.0,0.0,0.0,90.7342,3.00349,6633.2,3365.8,6633.2,30.2, S S 5 5 (3), 30 (3),600000,141801427,141801427,133375918,85301582,18616593,56499845,600000,600000
1107,R 7 5 A (1),11.4566,0.387986,21.4674,0.500131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.26351,0.577222,8531.4,1357.6,0.4,23.4, X X X X (1), 23 (1),600000,4033772799,3684474690,2352399741,2669155835,696035682,1364616964,600000,600000
1108,S 6 6 A (4),0.0798371,0.0796472,14.1492,0.982355,23.8801,1.20191,17.9708,1.1239,0.0,0.0,0.0,0.0,5.59064,1.12048,6441.1,1445.9,44.1,23.1, 6 6 X X (4), 23 (4),600000,756297745,756297745,701814318,503529420,132863056,252768325,600000,600000
1109,C 4 4 4 (1),0.455502,0.65996,2.42916,1.51012,77.1584,4.11673,75.787,4.32538,0.0,0.0,0.0,0.0,5.59516,4.09662,7222.4,2226.6,222.4,22.4, 4 4 4 X (1), 22 (1),600000,63032237,63032237,59461971,43539394,12357974,19492843,600000,600000
1110,C S S 6 (2),2.09522,0.570746,0.0022468,0.0188892,34.5635,1.89801,30.2181,1.89333,62.8518,1.92693,30.4379,2.51533,0.0,0.0,7664.3,4666.7,66.3,36.3, S S X X (2), 36 (2),600000,378149517,378149517,354601433,378149517,201942417,0,600000,600000
1111,C 6 5 A (3),0.696607,0.14328,24.5741,0.742236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48494,0.47059,7431.2,1346.8,0.2,22.2, X X X X (3), 22 (3),600000,2016888197,1864959688,1228390226,1359811532,367953614,657076665,600000,600000
1112,R S 7 6 (1),25.9298,0.755177,0.00595949,0.0133239,0.0,0.0,0.0,0.0,45.2137,0.857613,4.71329,0.482389,0.0,0.0,8654.4,4567.6,0.4,33.4, X X X X (1), 33 (1),600000,2016888607,1864969299,1228437588,2016888607,1159634369,0,600000,600000
1113,R 6 4 A (2),6.91953,0.309384,43.9966,0.604863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25094,0.240424,8421.3,1247.7,0.3,21.3, X X X X (2), 21 (2),600000,4033495558,3684195031,2352194543,2752905918,763412230,1280589640,600000,600000
1114,R R 4 4 (3),68.8894,1.39536,2.31561,0.453273,97.5929,0.462184,97.3818,0.502147,0.0,0.0,0.0,0.0,61.3332,2.3896,8822.2,2287.8,8822.2,28.2, R R 4 4 (3), 28 (3),600000,661804503,661804503,608455209,412484707,96128130,249319796,600000,600000
1115,C 7 7 6 (3),1.21353,0.436571,0.00729138,0.0340273,28.3698,1.79343,23.6141,1.74515,0.0,0.0,0.0,0.0,90.384,1.89063,7554.2,4556.8,55.2,30.2, 7 7 X X (3), 30 (3),600000,378158034,378158034,354614523,232004912,52307458,146153122,600000,600000
1116,R R S 5 (3),86.2158,0.635725,0.0323389,0.0331484,61.1473,0.898191,57.5763,0.951196,57.3796,0.91133,21.3389,1.02652,0.0,0.0,8863.2,3687.8,88.2,35.2, R R X X (3), 35 (3),600000,1764711821,1764711821,1616167364,1764711821,956161236,0,600000,600000
1117,7 6 6 5 (1),0.00748078,0.0344308,0.176419,0.167179,23.8751,1.70033,18.8197,1.61137,0.0,0.0,0.0,0.0,12.4608,2.35326,5443.4,3444.6,44.4,24.4, 6 6 X X (1), 24 (1),600000,378186641,378186641,354635530,259183903,72214206,119002738,600000,600000
1118,C 5 4 A (4),0.502853,0.122083,50.504,0.860752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.419495,0.200782,7321.1,1236.9,0.1,20.1, X X X X (4), 20 (4),600000,2016830306,1864906072,1228348776,1393002971,395593134,623827335,600000,600000
1119,R C C C (1),56.0866,3.43178,0.0,0.0,82.9046,2.60623,81.702,2.77,74.686,3.00731,47.161,5.00571,0.0,0.0,8777.4,7777.6,777.4,40.4, C C C X (1), 40 (1),600000,126027682,126027682,117744540,126027682,60378182,0,600000,600000
1120,R 7 6 6 (2),13.6584,0.966288,0.00983795,0.0279931,28.9126,1.27837,23.3953,1.23916,0.0,0.0,0.0,0.0,83.8542,1.69554,8544.3,4457.7,44.3,29.3, 6 6 X X (2), 29 (2),600000,756238020,756238020,701772295,473620746,111013689,282617274,600000,600000
1121,R 5 A A (3),4.87589,0.28058,83.8949,0.478994,11.7741,0.420186,2.35811,0.208528,0.0,0.0,0.0,0.0,0.0126157,0.0267418,8311.2,1137.8,11.2,17.2, A A X X (3), 17 (3),600000,3529531261,3529531261,3189163174,2475518120,725380709,1054013141,600000,600000
1122,R 6 5 A (4),7.32759,0.318275,23.3778,0.515832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.65725,0.273178,8431.1,1347.9,0.1,22.1, X X X X (4), 22 (4),600000,4033706529,3684405781,2352350288,2719585104,735914730,1314121425,600000,600000
1123,S S 6 4 (2),0.210436,0.182832,1.03932,0.403593,31.6373,1.85512,27.0994,1.82963,0.0,0.0,0.0,0.0,95.9226,1.25514,6642.3,2465.7,66.3,30.3, S S X X (2), 30 (2),600000,378158129,378158129,354618530,228522713,50303640,149635416,600000,600000
1124,C 6 6 6 (4),0.771362,0.857738,0.0103413,0.0998703,78.2138,4.04827,76.9041,4.25817,0.0,0.0,0.0,0.0,50.0564,8.23768,7444.1,4446.9,444.1,28.1, 6 6 6 X (4), 28 (4),600000,63016513,63016513,59442988,40307987,9835067,22708526,600000,600000
1125,7 5 5 5 (2),0.00225663,0.0465776,0.215859,0.455771,77.6979,4.08075,76.3588,4.28981,0.0,0.0,0.0,0.0,4.56336,3.74844,5333.3,3334.7,333.3,22.3, 5 5 5 X (2), 22 (2),600000,63015890,63015890,59446340,43765754,12534851,19250136,600000,600000
1126,C S 5 4 (1),1.61638,0.308229,1.6166,0.307471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.4861,1.29771,7632.4,2366.6,0.4,29.4, X X X X (1), 29 (1),600000,1008441687,942673482,639882318,617696081,139368572,390745606,600000,600000
1127,7 7 6 4 (4),0.0099173,0.0397707,1.17171,0.429129,25.5375,1.73978,20.5953,1.66486,0.0,0.0,0.0,0.0,10.2903,2.14894,5542.1,2454.9,55.1,24.1, 7 7 X X (4), 24 (4),600000,378149307,378149307,354612774,257793679,71093843,120355628,600000,600000
1128,R 7 7 6 (4),14.1896,0.985489,0.00715909,0.0238326,31.1772,1.30884,25.835,1.28323,0.0,0.0,0.0,0.0,85.8474,1.58344,8554.1,4557.9,55.1,30.1, 7 7 X X (4), 30 (4),600000,756243478,756243478,701769577,463972262,104597004,292271216,600000,600000
1129,S 7 5 4 (3),0.132561,0.0886762,1.7744,0.322256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7556,1.832,6532.2,2355.8,0.2,26.2, X X X X (3), 26 (3),600000,1008384431,942621402,639849217,658535448,167371344,349848983,600000,600000
1130,6 6 4 A (1),0.000136194,0.00328556,47.1833,1.40789,22.4321,1.17514,16.4109,1.08323,0.0,0.0,0.0,0.0,0.0630104,0.135768,4421.4,1243.6,44.4,17.4, 6 6 X X (1), 17 (1),600000,756304182,756304182,701825581,550635108,174118133,205669074,600000,600000
1131,C C 7 7 (1),2.39805,0.997771,0.000139017,0.00770812,92.0641,1.76109,91.563,1.86708,51.7249,3.25851,14.2413,3.0454,0.0,0.0,7755.4,5576.6,7755.4,34.4, C C 7 7 (1), 34 (1),600000,141792618,141792618,133370063,141792618,79817320,0,600000,600000
1132,R R 5 A (2),70.5522,0.594983,16.9142,0.488753,71.2483,0.589981,68.1799,0.638709,0.0,0.0,0.0,0.0,29.4064,0.968037,8831.3,1387.7,88.3,26.3, R R X X (2), 26 (2),600000,3529535788,3529535788,3189176612,2199840092,512690471,1329695696,600000,600000
1133,C 7 4 4 (2),0.943052,0.384745,2.3621,0.605082,17.2067,1.50548,11.7093,1.32509,0.0,0.0,0.0,0.0,18.2744,2.66552,7522.3,2256.7,22.3,25.3, 4 4 X X (2), 25 (2),600000,378154683,378154683,354609324,251313438,66072552,126841245,600000,600000
1134,R R C 4 (2),92.7936,0.477394,0.439009,0.121972,68.7767,0.856191,65.9063,0.915144,52.3243,0.920482,13.6472,0.851332,0.0,0.0,8872.3,2787.7,88.3,34.3, R R X X (2), 34 (2),600000,1764801393,1764801393,1616222281,1764801393,974354627,0,600000,600000
1135,5 5 4 A (3),0.0,0.0,54.028,1.40194,17.7127,1.07494,11.3248,0.926204,0.0,0.0,0.0,0.0,0.00106831,0.018122,3321.2,1232.8,33.2,15.2, 5 5 X X (3), 15 (3),600000,756329552,756329552,701845642,561210608,184869130,195118944,600000,600000
1136,S S 7 7 (3),0.21617,0.302747,0.000142334,0.00779374,90.7184,1.89394,90.1322,2.00751,47.9773,3.26039,7.58166,2.3033,0.0,0.0,6655.2,5565.8,6655.2,34.2, S S 7 7 (3), 34 (3),600000,141793694,141793694,133370841,141793694,79816003,0,600000,600000
1137,C C 5 A (4),2.33373,0.425916,18.1937,1.08678,38.5237,1.36923,33.7507,1.38227,0.0,0.0,0.0,0.0,22.8287,1.92881,7731.1,1376.9,77.1,26.1, C C X X (4), 26 (4),600000,756330648,756330648,701840858,471394995,109862760,284935653,600000,600000
1138,S 6 4 4 (4),0.0621676,0.0992835,2.38768,0.609572,16.774,1.49139,11.2488,1.30232,0.0,0.0,0.0,0.0,10.0769,2.09694,6422.1,2245.9,22.1,24.1, 4 4 X X (4), 24 (4),600000,378166957,378166957,354623936,253913366,68153037,124253591,600000,600000
1139,R 7 7 5 (1),14.1801,0.983863,0.0802891,0.0799383,32.2342,1.31694,26.9746,1.29715,0.0,0.0,0.0,0.0,84.8794,1.64417,8553.4,3557.6,55.4,29.4, 7 7 X X (1), 29 (1),600000,756292867,756292867,701821369,470991060,109251682,285301807,600000,600000
1140,C C C 4 (4),2.42878,1.5097,0.454742,0.658616,79.4285,3.96274,78.1937,4.16984,49.0883,4.89852,7.78331,3.54608,0.0,0.0,7772.1,2776.9,777.1,34.1, C C C X (4), 34 (4),600000,63033361,63033361,59464470,63033361,34799853,0,600000,600000
1141,R C 4 A (3),33.9621,0.578536,33.9613,0.576314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8856,0.716093,8721.2,1277.8,0.2,25.2, X X X X (3), 25 (3),600000,4033644761,3684367790,2352286479,2556532276,614921619,1477112485,600000,600000
1142,R R 6 A (4),73.0023,0.578015,9.46173,0.380989,55.9053,0.647529,51.1988,0.685537,0.0,0.0,0.0,0.0,36.2758,1.01187,8841.1,1487.9,88.1,27.1, R R X X (4), 27 (4),600000,3529489226,3529489226,3189095887,2171440205,493995000,1358049021,600000,600000
1143,5 4 A A (4),0.0,0.0,95.96,0.36348,8.41802,0.511817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3211.1,1122.9,11.1,11.1, A A X X (4), 11 (4),600000,1764757645,1764757645,1616200308,1347024605,472514186,417733040,600000,600000
1144,R C S 4 (3),50.7226,0.862365,0.512835,0.123313,0.0,0.0,0.0,0.0,50.689,0.861105,10.6875,0.716988,0.0,0.0,8762.2,2677.8,0.2,34.2, X X X X (3), 34 (3),600000,2016867043,1864961641,1228418328,2016867043,1113546954,0,600000,600000
1145,S S 7 A (1),0.213973,0.130221,8.08835,0.768809,33.1729,1.32669,27.9855,1.31228,0.0,0.0,0.0,0.0,72.1249,2.00775,6651.4,1565.6,66.4,28.4, S S X X (1), 28 (1),600000,756357919,756357919,701875325,456125855,100005826,300232064,600000,600000
1146,R R R 4 (4),98.804,0.283216,0.415339,0.167616,88.3885,0.836027,87.2279,0.91364,49.0865,1.30331,7.78013,0.940605,0.0,0.0,8882.1,2887.9,888.1,34.1, R R R X (4), 34 (4),600000,882388137,882388137,802200194,882388137,487156541,0,600000,600000
1147,R 6 6 5 (2),8.39498,0.781706,0.174,0.117438,26.3321,1.24035,20.616,1.18308,0.0,0.0,0.0,0.0,46.4777,2.37035,8443.3,3447.7,44.3,27.3, 6 6 X X (2), 27 (2),600000,756320437,756320437,701860462,490434774,122945896,265885663,600000,600000
1148,7 7 7 A (3),0.00997708,0.0691568,8.4024,1.91875,79.236,2.80523,77.7752,2.97529,0.0,0.0,0.0,0.0,2.98155,2.07427,5551.2,1554.8,555.2,22.2, 7 7 7 X (3), 22 (3),600000,126043114,126043114,117758280,85147062,23037937,40896052,600000,600000
1149,R R 6 6 (3),76.2696,1.28244,0.00910036,0.0287179,98.5006,0.366318,98.3691,0.398196,71.3274,1.36262,51.207,1.96465,0.0,0.0,8844.2,4487.8,8844.2,320.2, R R 6 6 (3), 32 (3),600000,661755373,661755373,608421251,661755373,388872632,0,600000,600000
1150,R R R 7 (3),99.4651,0.190082,2.04731e-06,0.00037391,88.8746,0.820222,87.7627,0.896425,66.8963,1.22565,36.6031,1.74015,0.0,0.0,8885.2,5887.8,888.2,37.2, R R R X (3), 37 (3),600000,882361720,882361720,802188719,882361720,460740095,0,600000,600000
1151,S 7 6 A (2),0.149915,0.0667499,13.4889,0.589453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5247,0.899483,6541.3,1455.7,0.3,24.3, X X X X (2), 24 (2),600000,2016851246,1864930094,1228433561,1317136861,334707955,699714385,600000,600000
1152,C 7 5 A (1),1.00778,0.172328,21.9692,0.71292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.26165,0.815986,7531.4,1356.6,0.4,23.4, X X X X (1), 23 (1),600000,2016873535,1864977994,1228457327,1334568967,348010986,682304568,600000,600000
1153,7 6 6 A (4),0.00721456,0.0239299,14.1889,0.983384,23.8745,1.20127,17.9662,1.12322,0.0,0.0,0.0,0.0,0.429278,0.33741,5441.1,1444.9,44.1,20.1, 6 6 X X (4), 20 (4),600000,756402783,756402783,701924666,529977508,154510266,226425275,600000,600000
1154,R R R A (1),98.7526,0.204493,4.19891,0.370661,90.5817,0.539311,89.4902,0.598102,100.0,0.0,100.0,0.0,0.0,0.0,8881.4,1887.6,888.4,3100.4, R R R X (1), 31 (1),600000,1764784490,1764784490,1581497394,1764784490,992219854,0,600000,600000
1155,R 5 5 5 (3),5.74853,1.6085,0.215775,0.320544,80.6855,2.7333,79.3268,2.90116,0.0,0.0,0.0,0.0,16.8293,4.44869,8333.2,3337.8,333.2,25.2, 5 5 5 X (3), 25 (3),600000,126052059,126052059,117767483,82837597,21312713,43214462,600000,600000
1156,S 4 4 4 (1),0.0288317,0.166624,2.43311,1.5108,77.156,4.11192,75.7861,4.32258,0.0,0.0,0.0,0.0,5.59589,4.09965,6222.4,2225.6,222.4,22.4, 4 4 4 X (1), 22 (1),600000,63035008,63035008,59469049,43546636,12364712,19488372,600000,600000
