,Mano,Grande,Stddev_grande,Chica,Stddev_chica,Pares_1,Stddev_pares_1,Pares_2,Stddev_pares_2,Juego_1,Stddev_juego_1,Juego_2,Stddev_juego_2,Punto,Stddev_punto,Grande_value,Chica_value,Pares_value,Juego_value,Pares_repr,Juego_repr,Muestras_total,Muestras_pares_1,Muestras_pares_2,Muestras_juego_1,Muestras_juego_2,Muestras_punto,Sample_size
1036,R 7 6 5 (3),13.399,0.832031,0.146727,0.0936449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0718,1.97183,8543.2,3457.8,0.2,28.2, X X X X (3), 28 (3),300000,466290368,307143447,320362853,77210039,183215,300000
1037,R 6 5 4 (2),7.96368,0.660869,1.89411,0.332544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.588,1.67054,8432.3,2347.7,0.3,25.3, X X X X (2), 25 (2),300000,466229029,307090839,334240053,87483241,58764,300000
1038,S S 6 A (2),0.209417,0.182206,11.8628,1.28733,32.8081,1.86868,27.593,1.84796,0.0,0.0,0.0,0.0,45.0634,3.20235,6641.3,1465.7,66.3,27.3, S S X X (2), 27 (2),300000,189068037,175450446,116308717,26458865,135190,300000
1039,R 7 5 A (4),10.8864,0.536307,20.599,0.696912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.65721,0.686371,8531.1,1357.9,0.1,23.1, X X X X (4), 23 (4),300000,921115894,588124204,667273459,174004316,16971,300000
1040,C 6 4 4 (4),0.667214,0.459187,2.38358,0.860637,16.7785,2.10745,11.2537,1.84338,0.0,0.0,0.0,0.0,10.0714,2.9755,7422.1,2246.9,22.1,24.1, 4 4 X X (4), 24 (4),300000,94557712,88671116,63492517,17042726,30214,300000
1041,C 5 A A (3),0.478608,0.179704,85.3419,0.92411,10.3415,0.794646,2.09781,0.390991,0.0,0.0,0.0,0.0,0.0125778,0.0534763,7311.2,1136.8,11.2,17.2, A A X X (3), 17 (3),300000,441194498,404044525,309425082,90670463,37,300000
1042,R R 4 A (1),68.7349,0.85438,33.1875,0.869814,79.6595,0.742326,77.4884,0.809601,0.0,0.0,0.0,0.0,20.7016,1.23404,8821.4,1287.6,88.4,25.4, R R X X (1), 25 (1),300000,882339720,797244369,559212077,134533399,62104,300000
1043,7 5 4 A (1),0.00191606,0.0106794,52.9496,1.21666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0487644,0.103006,5321.4,1234.6,0.4,17.4, X X X X (1), 17 (1),300000,466264716,307101144,366569415,115528135,146,300000
1044,R S 4 A (3),17.585,0.656622,36.0265,0.829122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.8879,1.01638,8621.2,1267.8,0.2,25.2, X X X X (3), 25 (3),300000,921049079,588043053,639113445,153745412,44663,300000
1045,7 6 5 4 (2),0.00636844,0.0275278,2.01349,0.486141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.52118,1.31071,5432.3,2344.7,0.3,22.3, X X X X (2), 22 (2),300000,235666642,159971615,176621020,51510263,13563,300000
1046,R C 5 4 (4),37.0765,1.17731,1.43672,0.290034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.9835,1.62313,8732.1,2377.9,0.1,29.1, X X X X (4), 29 (4),300000,466247399,307111291,308839955,69688385,233950,300000
1047,R C 7 4 (4),44.6805,1.21088,0.62769,0.192651,0.0,0.0,0.0,0.0,75.4923,1.04956,58.7921,1.5591,0.0,0.0,8752.1,2577.9,0.1,31.1, X X X X (4), 31 (4),300000,466251919,307090797,504227621,299881235,0,300000
1048,C 6 4 A (2),0.65082,0.196098,45.0926,1.21517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25205,0.483004,7421.3,1246.7,0.3,21.3, X X X X (2), 21 (2),300000,466240789,307102446,344147134,95432525,3756,300000
1049,R S 6 A (3),20.8875,0.700942,11.0747,0.540571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.4867,1.36824,8641.2,1467.8,0.2,27.2, X X X X (3), 27 (3),300000,921124243,588111564,620442085,141140468,121460,300000
1050,C S 6 5 (4),1.76611,0.454784,0.131135,0.124854,0.0,0.0,0.0,0.0,75.3172,1.48787,58.5858,2.20472,0.0,0.0,7643.1,3466.9,0.1,31.1, X X X X (4), 31 (4),300000,235654052,159975397,252098103,150250598,0,300000
1051,4 A A A (4),0.0,0.0,99.8217,0.155706,78.1857,1.52384,76.0047,1.65297,0.0,0.0,0.0,0.0,0.0,0.0,2111.1,1111.9,111.1,7.1, A A A X (4), 7 (4),300000,220607173,200555599,172827718,64353027,0,300000
1052,C 7 5 4 (3),1.0211,0.346539,1.74022,0.451239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.7555,2.59382,7532.2,2356.8,0.2,26.2, X X X X (3), 26 (3),300000,235681735,159971247,164634652,41836721,80266,300000
1053,R R 7 6 (1),81.5994,1.00949,0.00346077,0.0153333,76.8799,1.10205,74.7551,1.18662,45.218,1.29883,4.71519,0.729344,0.0,0.0,8854.4,4587.6,88.4,33.4, R R X X (1), 33 (1),300000,441210057,404074309,441210057,253664456,0,300000
1054,C 7 4 A (2),0.924421,0.233648,40.6579,1.1953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66176,0.799332,7521.3,1256.7,0.3,22.3, X X X X (2), 22 (2),300000,466219061,307075095,339324177,91497521,10985,300000
1055,R R 7 4 (4),79.2618,1.05764,0.594667,0.200306,53.9921,1.29709,49.7629,1.3592,75.4936,1.12461,58.797,1.6712,0.0,0.0,8852.1,2587.9,88.1,31.1, R R X X (4), 31 (4),300000,441174869,404034118,441174869,262398966,0,300000
1056,7 7 7 4 (2),0.0101057,0.139858,0.772853,1.21966,78.3481,5.75356,77.0482,6.05425,0.0,0.0,0.0,0.0,18.4452,9.64014,5552.3,2554.7,555.3,25.3, 7 7 7 X (2), 25 (2),300000,15758630,14866393,10593330,2838802,55335,300000
1057,C C 6 5 (4),2.36439,0.856947,0.116122,0.19198,37.1261,2.72391,32.9534,2.73588,75.3138,2.43353,58.5896,3.60324,0.0,0.0,7743.1,3476.9,77.1,31.1, C C X X (4), 31 (4),300000,94537340,88653582,94537340,56356814,0,300000
1058,6 6 6 5 (2),0.000133865,0.0160695,0.175995,0.583564,77.8254,5.79192,76.4938,6.08936,0.0,0.0,0.0,0.0,9.26183,7.55675,4443.3,3443.7,444.3,23.3, 6 6 6 X (2), 23 (2),300000,15752389,14859961,11007832,3193155,27785,300000
1059,C 5 4 A (3),0.512542,0.174575,50.726,1.22023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.509431,0.312638,7321.2,1236.8,0.2,20.2, X X X X (3), 20 (3),300000,466203275,307073205,348219712,98895131,1528,300000
1060,C 6 5 4 (4),0.72471,0.292726,1.923,0.473668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4513,2.03236,7432.1,2346.9,0.1,25.1, X X X X (4), 25 (4),300000,235631954,159958266,167076489,43742663,40353,300000
1061,R 7 6 A (4),12.2655,0.566643,12.264,0.566303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.71949,0.825779,8541.1,1457.9,0.1,24.1, X X X X (4), 24 (4),300000,921096198,588045616,658532591,167349541,26158,300000
1062,R 7 A A (1),9.84143,0.55016,74.4482,0.802677,16.7848,0.688571,7.9028,0.522905,0.0,0.0,0.0,0.0,0.262183,0.167267,8511.4,1157.6,11.4,19.4, A A X X (1), 19 (1),300000,882357741,797261608,601186962,166146218,786,300000
1063,R S 4 4 (2),18.2191,1.53942,2.33737,0.601672,19.3498,1.57387,13.0896,1.39579,0.0,0.0,0.0,0.0,69.4612,2.9814,8622.3,2267.7,22.3,28.3, 4 4 X X (2), 28 (2),300000,189093150,175472798,117849333,27463234,208383,300000
1064,R R 6 6 (4),76.2448,1.81337,0.00913273,0.0407027,98.4752,0.522031,98.3416,0.567463,69.2046,1.96937,47.6008,2.78023,0.0,0.0,8844.1,4487.9,8844.1,32.1, R R 6 6 (4), 32 (4),300000,165446860,152112458,165446860,97235013,0,300000
1065,7 7 6 6 (2),0.00982961,0.0917924,0.00994745,0.0920122,89.5213,2.8319,88.8593,3.0005,0.0,0.0,0.0,0.0,35.8926,7.70336,5544.3,4454.7,5544.3,26.3, 7 7 6 6 (2), 26 (2),300000,35451575,33344876,23490385,6116692,107677,300000
1066,C S 7 A (1),1.91482,0.334778,8.02894,0.663062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.1237,1.73972,7651.4,1566.6,0.4,28.4, X X X X (1), 28 (1),300000,466258973,307122282,304117848,66683911,216371,300000
1067,C 4 4 A (1),0.455386,0.268573,55.6773,1.98339,16.2273,1.46962,9.72281,1.22583,0.0,0.0,0.0,0.0,0.378337,0.448273,7221.4,1226.6,22.4,19.4, 4 4 X X (1), 19 (1),300000,189068431,175446073,132611625,38845565,1135,300000
1068,R R C A (2),91.5943,0.511729,4.41141,0.379374,71.2456,0.834615,68.1765,0.903499,92.2784,0.491938,86.2667,0.846881,0.0,0.0,8871.3,1787.7,88.3,31.3, R R X X (2), 31 (2),300000,882406695,797306894,882406695,496141158,0,300000
1069,C C S 4 (2),2.41458,0.866055,0.538654,0.413212,37.9372,2.73913,33.8172,2.75922,52.3323,2.82031,13.6489,2.61453,0.0,0.0,7762.3,2676.7,77.3,34.3, C C X X (2), 34 (2),300000,94536693,88651624,94536693,52186318,0,300000
1070,R C 5 5 (3),37.7929,1.9285,0.203564,0.179895,23.4905,1.68903,17.5516,1.57324,0.0,0.0,0.0,0.0,90.7307,1.8333,8733.2,3377.8,33.2,30.2, 5 5 X X (3), 30 (3),300000,189097597,175476579,113760723,24828559,272192,300000
1071,7 6 5 5 (1),0.0068064,0.046555,0.216138,0.262037,21.5054,2.31874,16.2904,2.15106,0.0,0.0,0.0,0.0,9.53279,2.9945,5433.4,3344.6,33.4,23.4, 5 5 X X (1), 23 (1),300000,94544219,88654312,65367833,18554107,28598,300000
1072,S S 7 5 (2),0.214882,0.261258,0.0771687,0.156787,31.6509,2.62535,27.1081,2.59214,73.9277,2.47999,55.3113,3.68106,0.0,0.0,6653.3,3565.7,66.3,32.3, S S X X (2), 32 (2),300000,94543057,88650934,94543057,55158274,0,300000
1073,R 7 7 5 (1),14.1809,1.39063,0.0803065,0.113043,32.2315,1.86106,26.9693,1.83573,0.0,0.0,0.0,0.0,84.8753,2.32507,8553.4,3557.6,55.4,29.4, 7 7 X X (1), 29 (1),300000,189078805,175455013,117740088,27302258,254626,300000
1074,S 6 5 4 (4),0.0730538,0.0931505,1.96032,0.478852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4583,2.03394,6432.1,2345.9,0.1,25.1, X X X X (4), 25 (4),300000,235665796,159976556,167121643,43749028,40374,300000
1075,C 7 6 A (4),1.06989,0.25123,12.9593,0.820211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.71744,1.16966,7541.1,1456.9,0.1,24.1, X X X X (4), 24 (4),300000,466231692,307080741,329260665,83675288,26152,300000
1076,S 5 4 A (3),0.0373262,0.0470302,51.6093,1.22191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.509697,0.312629,6321.2,1235.8,0.2,20.2, X X X X (3), 20 (3),300000,466273023,307121107,348276728,98908391,1529,300000
1077,R R 5 4 (1),71.8407,1.17327,1.4217,0.30852,76.8783,1.10098,74.753,1.18579,0.0,0.0,0.0,0.0,87.4864,1.38706,8832.4,2387.6,88.4,29.4, R R X X (1), 29 (1),300000,441165793,404028530,270215058,60971393,262459,300000
1078,7 6 6 A (4),0.00719678,0.0338394,14.1913,1.39291,23.8761,1.69784,17.9657,1.58967,0.0,0.0,0.0,0.0,0.428741,0.476434,5441.1,1444.9,44.1,20.1, 6 6 X X (4), 20 (4),300000,189055883,175434916,132467096,38620200,1286,300000
1079,6 5 5 4 (4),9.28004e-05,0.00545577,2.0995,0.80885,18.7354,2.2046,13.342,1.98627,0.0,0.0,0.0,0.0,0.657923,0.858875,4332.1,2333.9,33.1,20.1, 5 5 X X (4), 20 (4),300000,94524251,88641232,67736853,20707789,1973,300000
1080,6 4 4 A (3),9.59315e-06,0.00123921,55.9353,1.98229,15.8102,1.45648,9.27537,1.20061,0.0,0.0,0.0,0.0,0.00116303,0.0269788,4221.2,1223.8,22.2,15.2, 4 4 X X (3), 15 (3),300000,189082727,175463444,140820897,46769696,3,300000
1081,R 6 A A (2),6.42452,0.451253,78.5568,0.757602,14.1522,0.64187,4.98935,0.423442,0.0,0.0,0.0,0.0,0.0660614,0.0856865,8411.3,1147.7,11.3,18.3, A A X X (2), 18 (2),300000,882363436,797267851,611832628,175119786,198,300000
1082,7 4 4 4 (1),0.000821593,0.0396136,2.42953,2.14248,77.1364,5.84762,75.7644,6.14774,0.0,0.0,0.0,0.0,0.585987,2.11079,5222.4,2224.6,222.4,19.4, 4 4 4 X (1), 19 (1),300000,15757444,14865340,11500911,3650804,1757,300000
1083,R 7 4 4 (3),10.5992,1.22584,2.35421,0.603609,19.1098,1.56998,12.8307,1.38664,0.0,0.0,0.0,0.0,16.0607,2.52979,8522.2,2257.8,22.2,25.2, 4 4 X X (3), 25 (3),300000,189058412,175439960,125645469,33040568,48182,300000
1084,7 5 5 5 (2),0.00194913,0.0612028,0.215933,0.646447,77.6741,5.80785,76.3347,6.10759,0.0,0.0,0.0,0.0,4.56097,5.39367,5333.3,3334.7,333.3,22.3, 5 5 5 X (2), 22 (2),300000,15760032,14868177,10944722,3133209,13682,300000
1085,R S 5 5 (4),19.9937,1.59344,0.205359,0.180556,23.2043,1.68203,17.2462,1.56246,0.0,0.0,0.0,0.0,86.3299,2.17559,8633.1,3367.9,33.1,30.1, 5 5 X X (4), 30 (4),300000,189070976,175458385,113738965,24829105,258989,300000
1086,C 4 4 A (4),0.450579,0.267523,55.6012,1.98306,15.6074,1.44229,9.05502,1.18646,0.0,0.0,0.0,0.0,0.149913,0.282688,7221.1,1226.9,22.1,19.1, 4 4 X X (4), 19 (4),300000,189102162,175478173,132650751,38860434,449,300000
1087,S 6 5 4 (1),0.0756492,0.0948451,1.98693,0.481765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.4177,2.52541,6432.4,2345.6,0.4,25.4, X X X X (1), 25 (1),300000,235674215,159976195,167125093,43744418,70253,300000
1088,6 5 A A (4),1.57949e-05,0.00103411,87.7466,0.853592,8.4189,0.723542,0.0,0.0,0.0,0.0,0.0,0.0,7.01807e-06,0.00135974,4311.1,1133.9,11.1,13.1, A A X X (4), 13 (4),300000,441141321,404002434,329734365,110403802,0,300000
1089,R R 7 4 (1),79.8939,1.04444,0.618696,0.204565,76.8817,1.09969,74.7565,1.18394,100.0,0.0,100.0,0.0,0.0,0.0,8852.4,2587.6,88.4,31.4, R R X X (1), 31 (1),300000,441169687,404029586,441169687,262385079,0,300000
1090,C C 6 5 (1),2.36929,0.859254,0.116821,0.193024,38.3342,2.74218,34.2426,2.76434,100.0,0.0,100.0,0.0,0.0,0.0,7743.4,3476.6,77.4,31.4, C C X X (1), 31 (1),300000,94531638,88649727,94531638,56340312,0,300000
1091,R 4 4 A (2),4.58281,0.590018,55.516,1.40065,18.0433,1.08347,10.6297,0.905854,0.0,0.0,0.0,0.0,0.282063,0.273216,8221.3,1227.7,22.3,19.3, 4 4 X X (2), 19 (2),300000,378193468,346821175,265267962,77723608,846,300000
1092,R 6 6 5 (4),8.3833,1.10526,0.173108,0.165565,25.7267,1.74325,19.9607,1.65371,0.0,0.0,0.0,0.0,39.1777,3.29147,8443.1,3447.9,44.1,27.1, 6 6 X X (4), 27 (4),300000,189068115,175447794,122596996,30736407,117533,300000
1093,R 5 5 4 (3),5.73758,0.927754,2.07936,0.569796,21.283,1.63269,15.174,1.48573,0.0,0.0,0.0,0.0,10.5142,2.12261,8332.2,2337.8,33.2,24.2, 5 5 X X (3), 24 (3),300000,189099344,175480635,126430909,33648072,31542,300000
1094,S S 4 A (2),0.203898,0.180109,37.8074,1.93383,32.8029,1.86984,27.588,1.84723,0.0,0.0,0.0,0.0,17.5839,2.50828,6621.3,1265.7,66.3,25.3, S S X X (2), 25 (2),300000,189078506,175461430,119847227,28830126,52751,300000
1095,S S 5 A (1),0.207009,0.181083,20.0385,1.59896,33.1759,1.87649,27.9903,1.85737,0.0,0.0,0.0,0.0,33.1988,3.05652,6631.4,1365.6,66.4,26.4, S S X X (1), 26 (1),300000,189073218,175457802,117839775,27462875,99596,300000
1096,R R 4 4 (3),68.8841,1.97248,2.31809,0.641463,97.5897,0.653059,97.3784,0.709587,0.0,0.0,0.0,0.0,61.3122,3.38658,8822.2,2287.8,8822.2,28.2, R R 4 4 (3), 28 (3),300000,165441201,152106442,103128847,24029884,183936,300000
1097,7 7 4 4 (1),0.00903331,0.0878481,2.37029,1.40535,89.4703,2.83931,88.8053,3.00801,0.0,0.0,0.0,0.0,7.1274,4.41068,5522.4,2254.6,5522.4,22.4, 7 7 4 4 (1), 22 (1),300000,35456989,33350545,24935572,7324318,21382,300000
1098,R C 6 A (2),39.6214,0.844641,10.3568,0.52484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0573,1.38258,8741.3,1477.7,0.3,27.3, X X X X (2), 27 (2),300000,921084700,588058147,620385631,141120603,135171,300000
1099,C 7 4 A (1),0.938419,0.234999,40.8555,1.19589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.38089,0.96376,7521.4,1256.6,0.4,22.4, X X X X (1), 22 (1),300000,466263166,307110619,339360209,91513218,16142,300000
1100,7 7 7 4 (1),0.0105231,0.143132,0.769813,1.2177,78.3629,5.74897,77.0646,6.04711,0.0,0.0,0.0,0.0,21.9058,10.2661,5552.4,2554.6,555.4,25.4, 7 7 7 X (1), 25 (1),300000,15762432,14869965,10593159,2839515,65717,300000
1101,R R 7 4 (3),79.4727,1.05471,0.602335,0.201616,61.1516,1.27306,57.5805,1.34831,83.018,0.97933,71.4464,1.52928,0.0,0.0,8852.2,2587.8,88.2,31.2, R R X X (3), 31 (3),300000,441165517,404025428,441165517,262380428,0,300000
1102,6 6 6 5 (1),0.000107041,0.0144091,0.176424,0.58508,77.8451,5.78272,76.5132,6.08387,0.0,0.0,0.0,0.0,10.3469,7.9203,4443.4,3443.6,444.4,23.4, 6 6 6 X (1), 23 (1),300000,15761221,14867796,11014460,3194467,31040,300000
1103,C C 6 5 (3),2.36481,0.858536,0.11624,0.192307,37.537,2.73236,33.3885,2.74926,82.8833,2.12378,71.2829,3.30948,0.0,0.0,7743.2,3476.8,77.2,31.2, C C X X (3), 31 (3),300000,94549847,88661118,94549847,56356310,0,300000
1104,R S 6 A (4),20.598,0.697206,10.8876,0.537458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.2767,1.33673,8641.1,1467.9,0.1,27.1, X X X X (4), 27 (4),300000,921070538,588059822,620407772,141148138,108830,300000
1105,C 6 4 A (3),0.639689,0.194743,44.8887,1.21392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02033,0.436336,7421.2,1246.8,0.2,21.2, X X X X (3), 21 (3),300000,466271134,307128625,344170509,95447962,3060,300000
1106,C 7 5 4 (4),1.01413,0.345549,1.73292,0.451003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2109,2.47469,7532.1,2356.9,0.1,26.1, X X X X (4), 26 (4),300000,235640618,159957283,164610580,41831856,69632,300000
1107,S 7 6 A (1),0.153374,0.0953739,13.5792,0.834159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5321,1.32356,6541.4,1455.6,0.4,24.4, X X X X (1), 24 (1),300000,466247793,307116895,329288138,83690075,34596,300000
1108,S S 7 4 (2),0.21342,0.260207,0.745478,0.484842,31.6454,2.62923,27.1024,2.59495,91.1697,1.60039,85.1527,2.60447,0.0,0.0,6652.3,2565.7,66.3,31.3, S S X X (2), 31 (2),300000,94534437,88642983,94534437,56224026,0,300000
1109,S A A A (1),0.0240699,0.0572416,99.1602,0.336896,79.5101,1.49142,77.4614,1.62044,0.0,0.0,0.0,0.0,0.0,0.0,6111.4,1115.6,111.4,13.4, A A A X (1), 13 (1),300000,220607341,200555252,159286766,49570568,0,300000
1110,C C S A (2),2.41017,0.611407,5.56046,0.913443,39.3507,1.9469,34.6431,1.96844,92.2753,1.06493,86.2614,1.832,0.0,0.0,7761.3,1676.7,77.3,31.3, C C X X (2), 31 (2),300000,189069638,175451072,189069638,106306891,0,300000
1111,R 7 6 5 (4),13.3113,0.82997,0.143274,0.0922851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.2748,2.01237,8543.1,3457.9,0.1,28.1, X X X X (4), 28 (4),300000,466253285,307127894,320347829,77203198,162824,300000
1112,R 5 4 A (2),5.39011,0.38944,49.7688,0.862774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.612946,0.242373,8321.3,1237.7,0.3,20.3, X X X X (2), 20 (2),300000,921097382,588069946,696523414,197813406,1838,300000
1113,R 6 5 4 (3),7.8976,0.657789,1.87406,0.331286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.2856,1.55445,8432.2,2347.8,0.2,25.2, X X X X (3), 25 (3),300000,466202763,307087871,334220910,87481616,48856,300000
1114,S 7 6 4 (1),0.159312,0.137601,1.16717,0.371022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.9086,2.88262,6542.4,2455.6,0.4,27.4, X X X X (1), 27 (1),300000,235667172,159978679,162431074,40210054,164725,300000
1115,6 6 4 A (4),0.000134321,0.00461813,47.113,1.98723,21.6278,1.64166,15.5447,1.49982,0.0,0.0,0.0,0.0,0.0143731,0.091775,4421.1,1243.9,44.1,17.1, 6 6 X X (4), 17 (4),300000,189084509,175465295,137668600,43535025,43,300000
1116,C 5 4 A (4),0.502288,0.172445,50.5004,1.22142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.419835,0.283637,7321.1,1236.9,0.1,20.1, X X X X (4), 20 (4),300000,466259295,307122225,348288008,98926192,1259,300000
1117,R 7 A A (2),9.71409,0.546129,73.9662,0.809578,14.1531,0.643587,4.98994,0.421216,0.0,0.0,0.0,0.0,0.194904,0.144005,8511.3,1157.7,11.3,19.3, A A X X (2), 19 (2),300000,882360212,797262134,601185850,166110029,584,300000
1118,7 6 5 5 (2),0.00642664,0.0452747,0.215918,0.261977,21.2466,2.30823,16.0176,2.1398,0.0,0.0,0.0,0.0,8.75385,2.88066,5433.3,3344.7,33.3,23.3, 5 5 X X (2), 23 (2),300000,94528017,88642594,65361259,18554995,26261,300000
1119,R C 5 5 (4),37.7681,1.93315,0.203258,0.180097,23.2078,1.68807,17.2479,1.56617,0.0,0.0,0.0,0.0,86.3398,2.16737,8733.1,3377.9,33.1,30.1, 5 5 X X (4), 30 (4),300000,189074244,175456851,113749598,24815955,259019,300000
1120,7 5 4 4 (1),0.00200515,0.0252028,2.42769,0.867265,17.4251,2.14223,11.9434,1.89247,0.0,0.0,0.0,0.0,0.91024,1.01429,5322.4,2234.6,22.4,20.4, 4 4 X X (1), 20 (1),300000,94539392,88654102,67911807,20874285,2730,300000
1121,R S 4 4 (3),18.206,1.53851,2.33733,0.602507,19.1093,1.56545,12.829,1.38194,0.0,0.0,0.0,0.0,61.3356,3.17218,8622.2,2267.8,22.2,28.2, 4 4 X X (3), 28 (3),300000,189046190,175426292,117827137,27458472,184006,300000
1122,6 5 A A (2),2.24741e-05,0.0012374,88.1866,0.841684,12.4901,0.863651,4.44665,0.563076,0.0,0.0,0.0,0.0,2.15683e-05,0.0024146,4311.3,1133.7,11.3,13.3, A A X X (2), 13 (2),300000,441175284,404038201,329753483,110385096,0,300000
1123,C S A A (4),1.38233,0.30466,71.2309,1.17993,8.41574,0.72332,0.0,0.0,0.0,0.0,0.0,0.0,1.42318,0.517594,7611.1,1166.9,11.1,22.1, A A X X (4), 22 (4),300000,441177264,404048932,284208008,70494590,4269,300000
1124,7 A A A (1),0.000547474,0.00863285,99.3642,0.293302,79.5068,1.49045,77.4585,1.61861,0.0,0.0,0.0,0.0,0.0,0.0,5111.4,1114.6,111.4,10.4, A A A X (1), 10 (1),300000,220591343,200546956,166407021,56861153,0,300000
1125,R 6 A A (3),6.32551,0.448941,78.0627,0.763544,11.7737,0.593359,2.35769,0.293547,0.0,0.0,0.0,0.0,0.0493891,0.074037,8411.2,1147.8,11.2,18.2, A A X X (3), 18 (3),300000,882392191,797299906,611828990,175143467,148,300000
1126,7 4 4 4 (2),0.000895092,0.0414254,2.42835,2.14725,77.1629,5.84717,75.7915,6.14698,0.0,0.0,0.0,0.0,0.455838,1.85745,5222.3,2224.7,222.3,19.3, 4 4 4 X (2), 19 (2),300000,15757766,14864922,11500331,3652567,1367,300000
1127,R 7 4 4 (4),10.5952,1.22896,2.35368,0.604302,18.8654,1.56059,12.5695,1.37309,0.0,0.0,0.0,0.0,14.0389,2.40276,8522.1,2257.9,22.1,25.1, 4 4 X X (4), 25 (4),300000,189089237,175473036,125662068,33035938,42116,300000
1128,R R 4 4 (1),68.9297,1.97274,2.31854,0.643726,97.6405,0.646289,97.4336,0.702174,0.0,0.0,0.0,0.0,78.4298,2.8618,8822.4,2287.6,8822.4,28.4, R R 4 4 (1), 28 (1),300000,165412952,152077850,103094749,24018902,235289,300000
1129,R C C C (1),56.0778,4.86995,0.0,0.0,82.9024,3.68499,81.6998,3.91686,74.6737,4.27163,47.1357,7.13251,0.0,0.0,8777.4,7777.6,777.4,40.4, C C C X (1), 40 (1),300000,31512772,29441898,31512772,15097066,0,300000
1130,S 7 5 A (2),0.126777,0.0868765,22.351,1.01511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.30094,1.09096,6531.3,1355.7,0.3,23.3, X X X X (2), 23 (2),300000,466229350,307101395,333639280,87007745,21902,300000
1131,R R R R (2),99.9984,0.0266472,0.0,0.0,99.9984,0.0266472,99.9982,0.0294269,73.9294,2.90111,45.5917,4.76036,0.0,0.0,8888.3,8887.7,8888.3,40.3, R R R R (2), 40 (2),300000,68942455,62422628,68942455,33035239,0,300000
1132,R R 5 A (4),69.6078,0.848733,16.5435,0.686711,55.9056,0.916992,51.1996,0.971256,0.0,0.0,0.0,0.0,22.8309,1.25872,8831.1,1387.9,88.1,26.1, R R X X (4), 26 (4),300000,882318953,797234463,549886470,128162494,68492,300000
1133,7 7 5 A (2),0.00949655,0.0388535,22.588,1.6661,27.1044,1.77074,21.4431,1.69648,0.0,0.0,0.0,0.0,0.658454,0.586353,5531.3,1354.7,55.3,20.3, 7 7 X X (2), 20 (2),300000,189108384,175479992,131847055,38053588,1975,300000
1134,C S A A (3),1.39529,0.305787,71.4368,1.17897,10.3409,0.794298,2.09816,0.390088,0.0,0.0,0.0,0.0,2.05201,0.620118,7611.2,1166.8,11.2,22.2, A A X X (3), 22 (3),300000,441174904,404030580,284206652,70502286,6156,300000
1135,6 5 A A (1),2.78579e-05,0.00137594,88.4094,0.834108,14.8812,0.928215,7.05611,0.697825,0.0,0.0,0.0,0.0,7.28207e-05,0.00446482,4311.4,1133.6,11.4,13.4, A A X X (1), 13 (1),300000,441168940,404026372,329751453,110394924,0,300000
1136,C C 4 4 (4),2.33216,1.39377,2.32638,1.39057,91.9722,2.51297,91.4651,2.66465,0.0,0.0,0.0,0.0,53.957,7.55082,7722.1,2276.9,7722.1,28.1, C C 4 4 (4), 28 (4),300000,35456121,33349574,22098985,5146864,161871,300000
