,Mano,Grande,Stddev_grande,Chica,Stddev_chica,Pares_1,Stddev_pares_1,Pares_2,Stddev_pares_2,Juego_1,Stddev_juego_1,Juego_2,Stddev_juego_2,Punto,Stddev_punto,Grande_value,Chica_value,Pares_value,Juego_value,Pares_repr,Juego_repr,Muestras_total,Muestras_pares_1,Muestras_pares_2,Muestras_juego_1,Muestras_juego_2,Muestras_punto,Sample_size
61,7 7 5 A (1),0.00972355,0.039241,22.5987,1.66608,27.4179,1.77687,21.7823,1.70711,0.0,0.0,0.0,0.0,0.806887,0.649968,5531.4,1354.6,55.4,20.4, 7 7 X X (1), 20 (1),300000,189088332,175464474,131830727,38056900,2420,300000
62,R R 5 A (3),70.0765,0.845595,16.7288,0.688544,63.3287,0.889213,59.4146,0.953735,0.0,0.0,0.0,0.0,25.9595,1.32139,8831.2,1387.8,88.2,26.2, R R X X (3), 26 (3),300000,882369683,797272955,549952562,128186512,77878,300000
63,7 6 A A (4),0.00293689,0.0141224,80.9574,1.02424,8.42024,0.725652,0.0,0.0,0.0,0.0,0.0,0.0,0.000390954,0.00988152,5411.1,1144.9,11.1,15.1, A A X X (4), 15 (4),300000,441192797,404043373,320710316,101078726,1,300000
64,C 7 5 4 (1),1.03384,0.349673,1.7587,0.45384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0493,2.80381,7532.4,2356.6,0.4,26.4, X X X X (1), 26 (1),300000,235684694,159985926,164642776,41844179,105147,300000
65,4 A A A (2),0.0,0.0,99.9234,0.102255,79.0675,1.49697,76.9753,1.62583,0.0,0.0,0.0,0.0,0.0,0.0,2111.3,1111.7,111.3,7.3, A A A X (2), 7 (2),300000,220600158,200555619,172833597,64357909,0,300000
66,C C 4 A (4),2.32276,0.599188,34.9249,1.89695,38.5204,1.94074,33.7481,1.95593,0.0,0.0,0.0,0.0,12.5245,2.18396,7721.1,1276.9,77.1,25.1, C C X X (4), 25 (4),300000,189065571,175446873,119828301,28823898,37573,300000
67,6 6 4 A (2),0.000133513,0.00460859,47.1552,1.9905,22.1652,1.65436,16.1232,1.51877,0.0,0.0,0.0,0.0,0.0395181,0.151883,4421.3,1243.7,44.3,17.3, 6 6 X X (2), 17 (2),300000,189090675,175469401,137670425,43546002,118,300000
68,S A A A (3),0.0235317,0.0565224,99.0576,0.356843,78.6237,1.5139,76.4875,1.64222,0.0,0.0,0.0,0.0,0.0,0.0,6111.2,1115.8,111.2,13.2, A A A X (3), 13 (3),300000,220589433,200547857,159264865,49567364,0,300000
69,C C S A (4),2.40472,0.610555,5.54515,0.911771,38.5212,1.9393,33.7495,1.95495,78.3442,1.64199,61.4855,2.59032,0.0,0.0,7761.1,1676.9,77.1,31.1, C C X X (4), 31 (4),300000,189063729,175446316,189063729,106306319,0,300000
70,C 5 5 A (4),0.548871,0.294149,26.8663,1.77021,19.4035,1.57651,13.1499,1.39865,0.0,0.0,0.0,0.0,0.777137,0.619238,7331.1,1336.9,33.1,21.1, 5 5 X X (4), 21 (4),300000,189071503,175457356,128522461,35351130,2331,300000
71,7 4 4 A (4),0.000853746,0.0116488,55.7986,1.97839,15.6073,1.44961,9.05783,1.18993,0.0,0.0,0.0,0.0,0.00222093,0.0369001,5221.1,1224.9,22.1,16.1, 4 4 X X (4), 16 (4),300000,189080561,175463275,139569690,45457439,6,300000
72,S S 4 A (3),0.203423,0.179796,37.7926,1.93512,32.4461,1.86592,27.2035,1.84218,0.0,0.0,0.0,0.0,14.8885,2.3539,6621.2,1265.8,66.2,25.2, S S X X (3), 25 (3),300000,189072102,175455620,119840666,28828612,44665,300000
73,5 5 4 A (1),5.40249e-07,0.000295906,54.0875,1.98189,18.1672,1.53817,11.8142,1.33536,0.0,0.0,0.0,0.0,0.00195448,0.0348022,3321.4,1232.6,33.4,15.4, 5 5 X X (1), 15 (1),300000,189086980,175465097,140312157,46216691,5,300000
74,R R 7 7 (1),81.816,1.64483,0.000123595,0.00474231,99.0079,0.422898,98.921,0.459781,51.7251,2.12928,14.2385,1.98669,0.0,0.0,8855.4,5587.6,8855.4,34.4, R R 7 7 (1), 34 (1),300000,165461808,152123401,165461808,93138163,0,300000
75,C 6 6 A (3),0.764915,0.347483,14.1193,1.38658,24.1674,1.7049,18.2826,1.60049,0.0,0.0,0.0,0.0,6.48925,1.70018,7441.2,1446.8,44.2,23.2, 6 6 X X (3), 23 (3),300000,189100370,175482830,125906100,33220942,19467,300000
76,S 5 5 A (4),0.0425353,0.0821181,26.9308,1.76865,19.4059,1.57354,13.1511,1.39392,0.0,0.0,0.0,0.0,0.777644,0.62078,6331.1,1335.9,33.1,21.1, 5 5 X X (4), 21 (4),300000,189062331,175446057,128522627,35348160,2332,300000
77,7 A A A (3),0.000562628,0.0087637,99.261,0.315947,78.6204,1.50985,76.4835,1.63888,0.0,0.0,0.0,0.0,0.0,0.0,5111.2,1114.8,111.2,10.2, A A A X (3), 10 (3),300000,220593564,200548663,166406989,56866558,0,300000
78,R R R 4 (1),98.9566,0.374695,0.419776,0.238973,89.8582,1.11331,88.8439,1.21794,53.9847,1.84074,16.6534,1.85463,0.0,0.0,8882.4,2887.6,888.4,34.4, R R R X (1), 34 (1),300000,220599039,200543088,220599039,121792285,0,300000
79,C C 5 5 (1),2.34543,1.3981,0.203185,0.416212,92.0114,2.50548,91.5065,2.6572,0.0,0.0,0.0,0.0,100.0,0.0,7733.4,3376.6,7733.4,30.4, C C 5 5 (1), 30 (1),300000,35451383,33343799,21323182,4651380,300000,300000
80,R R 6 4 (1),75.2755,1.12691,0.884794,0.24485,76.8813,1.09925,74.7562,1.18422,0.0,0.0,0.0,0.0,100.0,0.0,8842.4,2487.6,88.4,30.4, R R X X (1), 30 (1),300000,441185801,404045465,266600668,58687341,300000,300000
81,R R 6 6 (2),76.2883,1.81211,0.00908221,0.0406678,98.5258,0.513443,98.3965,0.558158,73.4904,1.88348,54.8887,2.76919,0.0,0.0,8844.3,4487.7,8844.3,32.3, R R 6 6 (2), 32 (2),300000,165453964,152119353,165453964,97228491,0,300000
82,R C 5 5 (1),37.8238,1.92954,0.204811,0.180343,24.0454,1.70141,18.149,1.59346,0.0,0.0,0.0,0.0,100.0,0.0,8733.4,3377.6,33.4,30.4, 5 5 X X (1), 30 (1),300000,189073210,175452794,113743916,24831451,300000,300000
83,S S 6 4 (1),0.210705,0.2589,1.03968,0.571884,31.9796,2.62938,27.4672,2.59706,0.0,0.0,0.0,0.0,100.0,0.0,6642.4,2465.6,66.4,30.4, S S X X (1), 30 (1),300000,94530013,88648814,57130085,12583784,300000,300000
84,7 7 5 5 (1),0.00957573,0.0901424,0.211384,0.424185,89.4974,2.83501,88.8339,3.00316,0.0,0.0,0.0,0.0,12.6511,5.47153,5533.4,3354.6,5533.4,24.4, 7 7 5 5 (1), 24 (1),300000,35457104,33349692,24063035,6569050,37953,300000
85,R R 5 5 (3),71.9971,1.9171,0.20213,0.191202,98.0453,0.590918,97.8739,0.642336,0.0,0.0,0.0,0.0,90.7349,1.96225,8833.2,3387.8,8833.2,30.2, R R 5 5 (3), 30 (3),300000,165428487,152098233,99515104,21718514,272204,300000
86,C C 7 A (1),2.38361,0.607415,7.12073,1.02467,39.7696,1.95089,35.0958,1.97625,0.0,0.0,0.0,0.0,72.12,2.84047,7751.4,1576.6,77.4,28.4, C C X X (1), 28 (1),300000,189060323,175446283,114019957,25002821,216360,300000
87,S S 4 A (4),0.202949,0.179603,37.7784,1.93441,32.084,1.86235,26.8124,1.83373,0.0,0.0,0.0,0.0,12.5247,2.186,6621.1,1265.9,66.1,25.1, S S X X (4), 25 (4),300000,189077934,175459085,119835678,28825124,37573,300000
88,5 5 4 A (2),5.40249e-07,0.000295906,54.0545,1.98607,17.9382,1.52825,11.5693,1.32403,0.0,0.0,0.0,0.0,0.00148087,0.0302555,3321.3,1232.7,33.3,15.3, 5 5 X X (2), 15 (2),300000,189077175,175459514,140293631,46227414,4,300000
89,R C 6 4 (1),40.8524,1.20195,0.938721,0.235303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,8742.4,2477.6,0.4,30.4, X X X X (1), 30 (1),300000,466217735,307098926,304700253,67071111,300000,300000
90,7 7 A A (3),0.00925556,0.0408519,76.2679,1.81456,90.9367,1.22735,90.142,1.32951,0.0,0.0,0.0,0.0,0.00276966,0.0420549,5511.2,1154.8,5511.2,16.2, 7 7 A A (3), 16 (3),300000,165436266,152099154,118289854,35998328,8,300000
91,4 4 A A (1),0.0,0.0,96.8717,0.74255,89.192,1.32222,88.2441,1.43031,0.0,0.0,0.0,0.0,0.0,0.0,2211.4,1121.6,2211.4,10.4, 4 4 A A (1), 10 (1),300000,165447104,152106369,127979468,46260384,0,300000
92,C C A A (1),2.32103,0.642055,68.9363,1.97207,93.0556,1.08437,92.447,1.17548,0.0,0.0,0.0,0.0,4.19221,1.43399,7711.4,1176.6,7711.4,22.4, C C A A (1), 22 (1),300000,165458493,152125995,106590537,26430785,12576,300000
93,R S 7 6 (3),25.6535,1.06794,0.00533718,0.0178354,0.0,0.0,0.0,0.0,43.3966,1.20713,1.55518,0.397778,0.0,0.0,8654.2,4567.8,0.2,33.2, X X X X (3), 33 (3),300000,466247084,307102687,504223186,289916074,0,300000
94,7 7 A A (4),0.00902957,0.040417,76.2487,1.81494,90.9158,1.22236,90.1194,1.32388,0.0,0.0,0.0,0.0,0.00143472,0.0303194,5511.1,1154.9,5511.1,16.1, 7 7 A A (4), 16 (4),300000,165446835,152111875,118299711,35991620,4,300000
95,C S 5 4 (1),1.61594,0.434689,1.61697,0.436167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.4899,1.83388,7632.4,2366.6,0.4,29.4, X X X X (1), 29 (1),300000,235688026,159982339,154428535,34851896,262469,300000
96,4 4 A A (2),0.0,0.0,96.8447,0.744122,89.1628,1.32699,88.2128,1.43564,0.0,0.0,0.0,0.0,0.0,0.0,2211.3,1121.7,2211.3,10.3, 4 4 A A (2), 10 (2),300000,165440169,152106573,127980836,46262646,0,300000
97,C C 7 6 (1),2.3933,0.861904,0.0046036,0.0383779,38.3267,2.74361,34.231,2.76508,45.2142,2.81228,4.71422,1.57739,0.0,0.0,7754.4,4576.6,77.4,33.4, C C X X (1), 33 (1),300000,94533992,88647069,94533992,54353651,0,300000
98,R R S 5 (1),86.6527,0.887176,0.034506,0.0484962,76.8834,1.09954,74.7581,1.18408,59.6735,1.27976,25.5784,1.54787,0.0,0.0,8863.4,3687.6,88.4,35.4, R R X X (1), 35 (1),300000,441179893,404032676,441179893,239060605,0,300000
99,R R C C (1),96.8706,0.742253,0.0,0.0,99.9236,0.11768,99.9169,0.127984,74.6809,1.85288,47.154,3.07795,0.0,0.0,8877.4,7787.6,8877.4,40.4, R R C C (1), 40 (1),300000,165428467,152100247,165428467,79259117,0,300000
100,6 6 6 A (1),0.000167136,0.0127584,14.2246,3.42485,78.6796,4.0131,77.182,4.25453,0.0,0.0,0.0,0.0,0.425569,1.20612,4441.4,1443.6,444.4,19.4, 6 6 6 X (1), 19 (1),300000,31508279,29439864,22488566,6816361,1276,300000
101,C C 6 A (3),2.35787,0.604967,10.6016,1.22932,38.9399,1.94347,34.201,1.96307,0.0,0.0,0.0,0.0,40.4862,3.15876,7741.2,1476.8,77.2,27.2, C C X X (3), 27 (3),300000,189087008,175468723,116331779,26469184,121458,300000
102,5 5 5 4 (1),0.0,0.0,2.1042,2.00328,77.281,5.83442,75.9188,6.13144,0.0,0.0,0.0,0.0,0.639575,2.16097,3332.4,2332.6,333.4,19.4, 5 5 5 X (1), 19 (1),300000,15756360,14864809,11334614,3495439,1918,300000
103,S S 5 4 (3),0.206191,0.256131,1.62264,0.714106,31.2826,2.62059,26.7222,2.58075,0.0,0.0,0.0,0.0,81.0556,3.56244,6632.2,2365.8,66.2,29.2, S S X X (3), 29 (3),300000,94542585,88658509,57906701,13062689,243166,300000
104,R 4 A A (4),4.25114,0.372242,90.5496,0.540119,9.64414,0.545191,0.0,0.0,0.0,0.0,0.0,0.0,0.000947517,0.0105871,8211.1,1127.9,11.1,16.1, A A X X (4), 16 (4),300000,882343578,797249052,628102758,189734270,2,300000
105,R R R A (1),98.7523,0.289647,4.19835,0.522809,90.585,0.763118,89.4938,0.846296,100.0,0.0,100.0,0.0,0.0,0.0,8881.4,1887.6,888.4,31.4, R R R X (1), 31 (1),300000,441207150,395380508,441207150,248063372,0,300000
106,S S S 5 (1),0.215172,0.644347,0.0436557,0.291919,78.8925,5.68727,77.6284,5.98341,59.6856,6.83755,25.5917,8.34344,0.0,0.0,6663.4,3665.6,666.4,35.4, S S S X (1), 35 (1),300000,15750351,14860419,15750351,8533291,0,300000
107,S S A A (3),0.201505,0.191187,71.9995,1.91313,91.8819,1.16243,91.1703,1.25929,0.0,0.0,0.0,0.0,2.05114,1.01234,6611.2,1165.8,6611.2,22.2, S S A A (3), 22 (3),300000,165466533,152130743,106589078,26445561,6153,300000
108,5 5 A A (1),0.0,0.0,88.6238,1.35316,89.618,1.29935,88.7083,1.40676,0.0,0.0,0.0,0.0,0.0,0.0,3311.4,1132.6,3311.4,12.4, 5 5 A A (1), 12 (1),300000,165445024,152118016,124557323,42365525,0,300000
109,S 7 A A (3),0.0995507,0.0821537,75.691,1.11814,10.342,0.792476,2.09714,0.390339,0.0,0.0,0.0,0.0,0.143811,0.175281,6511.2,1155.8,11.2,19.2, A A X X (3), 19 (3),300000,441178756,404025279,300599924,83068131,431,300000
110,5 4 A A (1),0.0,0.0,96.6416,0.470261,14.8801,0.927229,7.05466,0.698595,0.0,0.0,0.0,0.0,0.0,0.0,3211.4,1122.6,11.4,11.4, A A X X (1), 11 (1),300000,441176501,404032180,336763151,118163114,0,300000
111,C C 5 A (4),2.33358,0.602221,18.1906,1.53859,38.5255,1.93779,33.7523,1.95628,0.0,0.0,0.0,0.0,22.8335,2.72576,7731.1,1376.9,77.1,26.1, C C X X (4), 26 (4),300000,189080428,175457328,117842825,27473415,68500,300000
112,6 6 5 A (2),0.000128223,0.00451666,26.056,1.74666,22.1631,1.65171,16.1198,1.5173,0.0,0.0,0.0,0.0,0.106774,0.246949,4431.3,1343.7,44.3,18.3, 6 6 X X (2), 18 (2),300000,189086950,175463856,136604203,42478391,320,300000
113,6 6 A A (1),0.000114212,0.00455285,81.8115,1.64459,90.2151,1.26642,89.3572,1.37081,0.0,0.0,0.0,0.0,0.000326194,0.0150923,4411.4,1143.6,4411.4,14.4, 6 6 A A (1), 14 (1),300000,165446431,152109188,122324916,39970939,0,300000
114,C C A A (3),2.31668,0.641061,68.8919,1.97357,93.0037,1.08675,92.3906,1.17838,0.0,0.0,0.0,0.0,2.05365,1.0138,7711.2,1176.8,7711.2,22.2, C C A A (3), 22 (3),300000,165428906,152099910,106564952,26438566,6160,300000
115,S 7 4 A (4),0.106058,0.079443,41.0499,1.20392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66063,0.546789,6521.1,1255.9,0.1,22.1, X X X X (4), 22 (4),300000,466224365,307093460,339342584,91503062,4981,300000
116,5 4 4 A (2),0.0,0.0,56.0561,1.97703,16.0224,1.46407,9.50271,1.21566,0.0,0.0,0.0,0.0,0.000491102,0.01784,3221.3,1222.7,22.3,14.3, 4 4 X X (2), 14 (2),300000,189062818,175442175,142330623,48388683,1,300000
117,R S 6 4 (1),21.9684,1.00675,1.00801,0.243463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,8642.4,2467.6,0.4,30.4, X X X X (1), 30 (1),300000,466218567,307086556,304709896,67081093,300000,300000
118,C C 5 A (2),2.3396,0.602121,18.2151,1.53949,39.3541,1.95075,34.6454,1.9754,0.0,0.0,0.0,0.0,29.4108,2.96141,7731.3,1376.7,77.3,26.3, C C X X (2), 26 (2),300000,189073772,175451861,117844474,27466666,88232,300000
119,S S 4 4 (2),0.205012,0.417318,2.34621,1.39685,90.6394,2.68975,90.0486,2.85045,0.0,0.0,0.0,0.0,69.4787,6.96735,6622.3,2265.7,6622.3,28.3, S S 4 4 (2), 28 (2),300000,35454652,33349205,22100321,5149751,208436,300000
120,S 7 A A (1),0.103105,0.0836919,76.1083,1.11322,14.8796,0.925867,7.05573,0.697903,0.0,0.0,0.0,0.0,0.262074,0.236654,6511.4,1155.6,11.4,19.4, A A X X (1), 19 (1),300000,441210430,404070362,300615785,83065164,786,300000
121,C C 6 A (1),2.35926,0.605911,10.6198,1.22792,39.7686,1.9504,35.0931,1.97533,0.0,0.0,0.0,0.0,50.0052,3.22326,7741.4,1476.6,77.4,27.4, C C X X (1), 27 (1),300000,189093990,175472928,116321042,26466931,150015,300000
122,S S 5 4 (1),0.207237,0.257139,1.62515,0.713436,31.9843,2.62839,27.4673,2.59781,0.0,0.0,0.0,0.0,87.4922,3.00886,6632.4,2365.6,66.4,29.4, S S X X (1), 29 (1),300000,94531939,88645071,57903106,13064618,262476,300000
123,R C 7 7 (2),47.1607,1.99016,0.000124044,0.00443374,34.8391,1.89785,29.7831,1.8928,49.8325,1.9983,10.8795,1.65723,0.0,0.0,8755.3,5577.7,55.3,34.3, 7 7 X X (2), 34 (2),300000,189089851,175474379,189089851,106441575,0,300000
124,R S 6 6 (1),22.6047,1.66786,0.0095543,0.0389659,29.2406,1.81527,23.7485,1.75997,75.701,1.7105,58.6523,2.56263,0.0,0.0,8644.4,4467.6,44.4,32.4, 6 6 X X (1), 32 (1),300000,189086901,175467535,189086901,111121902,0,300000
125,R R S S (3),88.5781,1.35544,0.0,0.0,99.4144,0.325409,99.3631,0.353877,73.193,1.8875,44.0461,3.05894,0.0,0.0,8866.2,6687.8,8866.2,40.2, R R S S (3), 40 (3),300000,165445761,152111563,165445761,79263114,0,300000
126,5 5 4 A (3),0.0,0.0,54.0266,1.9829,17.7143,1.51982,11.3241,1.3133,0.0,0.0,0.0,0.0,0.00103427,0.0252919,3321.2,1232.8,33.2,15.2, 5 5 X X (3), 15 (3),300000,189083547,175457865,140307746,46213724,3,300000
127,R C 6 4 (2),40.656,1.19703,0.924951,0.233511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.9199,0.768131,8742.3,2477.7,0.3,30.3, X X X X (2), 30 (2),300000,466259537,307122736,304731722,67084334,287759,300000
128,C 4 A A (4),0.425027,0.169152,92.3462,0.692655,8.41697,0.724721,0.0,0.0,0.0,0.0,0.0,0.0,0.000965817,0.0151079,7211.1,1126.9,11.1,16.1, A A X X (4), 16 (4),300000,441169071,404035987,314030759,94857697,2,300000
129,S S 6 A (1),0.209058,0.182085,11.8714,1.29318,33.1759,1.88157,27.989,1.86155,0.0,0.0,0.0,0.0,50.0004,3.21895,6641.4,1465.6,66.4,27.4, S S X X (1), 27 (1),300000,189074943,175455932,116320399,26459157,150001,300000
130,7 7 5 4 (1),0.00942882,0.0549141,1.79989,0.749195,26.4432,2.48806,21.5627,2.39696,0.0,0.0,0.0,0.0,10.0344,3.0548,5532.4,2354.6,55.4,23.4, 7 7 X X (1), 23 (1),300000,94547879,88665047,65332097,18522373,30103,300000
131,R R 5 4 (3),71.4374,1.17777,1.3952,0.305766,61.1514,1.27149,57.581,1.3484,0.0,0.0,0.0,0.0,81.0545,1.64068,8832.2,2387.8,88.2,29.2, R R X X (3), 29 (3),300000,441162371,404029832,270188292,60970673,243163,300000
132,7 7 4 A (1),0.00934717,0.0384441,41.8349,1.96347,27.419,1.77848,21.7849,1.70781,0.0,0.0,0.0,0.0,0.369365,0.44975,5521.4,1254.6,55.4,19.4, 7 7 X X (1), 19 (1),300000,189088898,175468370,134084496,40101516,1108,300000
133,R R 4 A (3),67.7972,0.861346,32.5966,0.862539,63.3342,0.888798,59.4199,0.952892,0.0,0.0,0.0,0.0,14.8859,1.08675,8821.2,1287.8,88.2,25.2, R R X X (3), 25 (3),300000,882367606,797255751,559250961,134536691,44657,300000
134,R R R C (2),99.9234,0.101776,0.0,0.0,89.3666,1.14095,88.3035,1.24701,73.9342,1.62062,45.5966,2.6615,0.0,0.0,8887.3,7887.7,888.3,40.3, R R R X (2), 40 (2),300000,220598701,200548321,220598701,105694047,0,300000
135,R C C S (1),56.0836,1.97877,0.0,0.0,45.9556,1.98635,41.7613,2.03897,74.6836,1.73553,47.1651,2.87629,0.0,0.0,8776.4,6777.6,77.4,40.4, C C X X (1), 40 (1),300000,189061019,175444811,189061019,90589936,0,300000
136,S S 7 7 (4),0.217248,0.430864,0.000129747,0.0105142,90.7051,2.68187,90.1188,2.84167,46.1611,4.61165,4.3473,2.51892,0.0,0.0,6655.1,5565.9,6655.1,34.1, S S 7 7 (4), 34 (4),300000,35454591,33350079,35454591,19955854,0,300000
137,C C 4 A (2),2.32696,0.601515,34.9619,1.90109,39.3514,1.94816,34.6431,1.96794,0.0,0.0,0.0,0.0,17.5975,2.50908,7721.3,1276.7,77.3,25.3, C C X X (2), 25 (2),300000,189054048,175434463,119822059,28819266,52792,300000
138,R S S 6 (4),26.9939,1.77085,0.00212317,0.0183754,37.4368,1.92983,32.5831,1.94048,60.5212,1.9408,26.0718,2.39024,0.0,0.0,8664.1,4667.9,66.1,36.1, S S X X (4), 36 (4),300000,189099603,175485115,189099603,100983026,0,300000
139,R C S 6 (1),52.9524,1.21739,0.00188677,0.010604,0.0,0.0,0.0,0.0,64.0257,1.17045,32.6358,1.56576,0.0,0.0,8764.4,4677.6,0.4,36.4, X X X X (1), 36 (1),300000,466215343,307073378,504189678,269250861,0,300000
140,S S 6 5 (4),0.210771,0.258259,0.136551,0.208195,30.9463,2.60278,26.3607,2.56214,75.3121,2.43551,58.5749,3.60849,0.0,0.0,6643.1,3465.9,66.1,31.1, S S X X (4), 31 (4),300000,94543963,88656646,94543963,56344806,0,300000
141,R R C 7 (2),95.5059,0.54062,4.29685e-06,0.000540073,68.7757,1.20787,65.906,1.29156,68.1204,1.21487,38.9474,1.75864,0.0,0.0,8875.3,5787.7,88.3,37.3, R R X X (2), 37 (2),300000,441174348,404039951,441174348,230365936,0,300000
142,7 7 4 A (2),0.00924525,0.0382996,41.8181,1.96369,27.1033,1.76784,21.4419,1.69272,0.0,0.0,0.0,0.0,0.300318,0.40522,5521.3,1254.7,55.3,19.3, 7 7 X X (2), 19 (2),300000,189093971,175466453,134103017,40108189,900,300000
143,R R 4 A (4),67.3271,0.865391,32.2987,0.862775,55.9031,0.915738,51.1972,0.970565,0.0,0.0,0.0,0.0,12.5267,1.01007,8821.1,1287.9,88.1,25.1, R R X X (4), 25 (4),300000,882356063,797273389,559255108,134512130,37580,300000
144,7 5 4 A (4),0.00149783,0.00944397,52.2803,1.2194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0139286,0.0552128,5321.1,1234.9,0.1,17.1, X X X X (4), 17 (4),300000,466245698,307096155,366553580,115531868,41,300000
145,C 6 6 4 (1),0.768758,0.492817,1.20976,0.616322,23.8726,2.40108,18.8156,2.27236,0.0,0.0,0.0,0.0,39.0113,4.69631,7442.4,2446.6,44.4,26.4, 6 6 X X (1), 26 (1),300000,94537677,88649037,61866633,15782678,117033,300000
146,R S 4 4 (1),18.2347,1.54299,2.34194,0.602542,19.585,1.57702,13.3425,1.4043,0.0,0.0,0.0,0.0,78.4337,2.66568,8622.4,2267.6,22.4,28.4, 4 4 X X (1), 28 (1),300000,189074604,175454564,117843420,27459585,235301,300000
147,R C 5 5 (2),37.808,1.92884,0.203644,0.179773,23.7688,1.69917,17.8522,1.58442,0.0,0.0,0.0,0.0,95.2828,1.34117,8733.3,3377.7,33.3,30.3, 5 5 X X (2), 30 (2),300000,189107309,175486633,113758758,24828619,285848,300000
148,R R 6 6 (3),76.2713,1.81197,0.00907367,0.0406325,98.5002,0.518249,98.3686,0.563367,71.327,1.92829,51.2087,2.78122,0.0,0.0,8844.2,4487.8,8844.2,32.2, R R 6 6 (3), 32 (3),300000,165458002,152119079,165458002,97234206,0,300000
149,7 7 6 6 (1),0.00997827,0.0923804,0.00956914,0.0902396,89.5264,2.83725,88.8645,3.00699,0.0,0.0,0.0,0.0,42.699,7.9315,5544.4,4454.6,5544.4,26.4, 7 7 6 6 (1), 26 (1),300000,35449897,33343335,23490529,6108642,128096,300000
150,C 6 A A (4),0.594381,0.200991,79.2589,1.05932,8.41954,0.724135,0.0,0.0,0.0,0.0,0.0,0.0,0.0363722,0.0898902,7411.1,1146.9,11.1,18.1, A A X X (4), 18 (4),300000,441184888,404039142,305905900,87551882,109,300000
151,6 A A A (2),4.70146e-07,0.000257509,99.516,0.255988,79.0668,1.50083,76.9746,1.6285,0.0,0.0,0.0,0.0,0.0,0.0,4111.3,1113.7,111.3,9.3, A A A X (2), 9 (2),300000,220585010,200541555,168941331,59728703,0,300000
152,R R 4 4 (2),68.9062,1.97271,2.31923,0.642274,97.6145,0.650164,97.4054,0.706464,0.0,0.0,0.0,0.0,69.4596,3.20736,8822.3,2287.7,8822.3,28.3, R R 4 4 (2), 28 (2),300000,165431119,152097611,103104834,24026527,208378,300000
153,R C A A (1),33.188,0.867642,68.7337,0.854614,16.7849,0.688197,7.90277,0.524037,0.0,0.0,0.0,0.0,4.19839,0.620886,8711.4,1177.6,11.4,22.4, A A X X (1), 22 (1),300000,882433758,797329703,568444280,141010149,12595,300000
154,R 5 4 4 (2),5.55781,0.915125,2.41081,0.611547,19.3492,1.57595,13.0883,1.39761,0.0,0.0,0.0,0.0,8.14912,1.93234,8322.3,2237.7,22.3,23.3, 4 4 X X (2), 23 (2),300000,189080602,175459682,128541877,35347471,24447,300000
155,R 4 A A (1),4.49337,0.381486,92.1201,0.495907,16.7836,0.688528,7.90216,0.523132,0.0,0.0,0.0,0.0,0.00554546,0.0256227,8211.4,1127.6,11.4,16.4, A A X X (1), 16 (1),300000,882368819,797277917,628059354,189736354,16,300000
156,R 7 6 6 (4),13.6361,1.36722,0.00972429,0.0393201,28.261,1.79321,22.6934,1.73064,0.0,0.0,0.0,0.0,75.3292,2.80813,8544.1,4457.9,44.1,29.1, 6 6 X X (4), 29 (4),300000,189084781,175466955,118416735,27755066,225987,300000
157,R 6 5 5 (3),8.07556,1.0873,0.2121,0.183213,23.4881,1.68837,17.5456,1.57283,0.0,0.0,0.0,0.0,29.0567,3.08509,8433.2,3347.8,33.2,26.2, 5 5 X X (3), 26 (3),300000,189084767,175457451,123710006,31555721,87170,300000
158,R R 6 5 (1),76.1086,1.11314,0.103627,0.0838404,76.8839,1.10061,74.7586,1.18483,100.0,0.0,100.0,0.0,0.0,0.0,8843.4,3487.6,88.4,31.4, R R X X (1), 31 (1),300000,441189645,404041506,441189645,262947125,0,300000
159,C 6 6 6 (2),0.774499,1.22116,0.00990001,0.138266,78.2171,5.74666,76.9097,6.04271,0.0,0.0,0.0,0.0,66.9457,11.1447,7444.3,4446.7,444.3,28.3, 6 6 6 X (2), 28 (2),300000,15754837,14862478,10077608,2459278,200837,300000
160,R C C 7 (4),55.907,1.98302,5.73014e-06,0.000946778,44.5786,1.97933,40.278,2.0275,65.6822,1.89138,34.2854,2.62057,0.0,0.0,8775.1,5777.9,77.1,37.1, C C X X (4), 37 (4),300000,189079867,175464157,189079867,98742183,0,300000
161,R 6 6 4 (1),8.37345,1.1051,1.20536,0.434049,26.6368,1.75866,20.9434,1.68171,0.0,0.0,0.0,0.0,39.0191,3.30807,8442.4,2447.6,44.4,26.4, 6 6 X X (1), 26 (1),300000,189103704,175485152,123723928,31572710,117057,300000
162,S 5 4 A (4),0.035754,0.0460949,51.3897,1.2207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.418657,0.283325,6321.1,1235.9,0.1,20.1, X X X X (4), 20 (4),300000,466224676,307093819,348256374,98913717,1255,300000
